x,Lx,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,U2,U4,U6,U8,U10,U12,U14,U16,U18,U20,U22,U24,U26,U28,U30,U32,T012,T024,T013,Q0123,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254,c255
940500000,-9916,-38972,40888,38506,28778,20222,17954,1750,-8046,53684,2324,42666,18354,-40046,-9438,34340,25576,-12762,-16052,-5004,5840,26416,-5328,13310,37692,36622,-31354,-18706,19660,-56026,22654,-21112,-33880,39784,-1682,-17862,10438,-4792,20366,21502,31700,-34550,-5610,-12218,15260,-8402,-14770,-18048,-26622,52860,-52802,-10510,-8286,3677525,3674406,3673100,3673889,3672274,3675057,3674369,3672480,3671934,3673030,3675237,3674878,3674216,3675934,3673087,3673131,3675309,3671627,3676091,3670484,3673571,3674464,3669990,3675131,3674044,3674613,3676089,3674397,3673831,3671243,3674253,3671073,3673261,3675658,3671476,3674167,3672925,3677125,3672049,3671435,3673700,3672611,3676015,3672462,3671458,3674747,3674981,3675484,3673008,3672958,3675105,3673765,3674115,3674681,3673531,3675444,3674148,3671837,3671238,3673544,3670629,3673663,3672006,3670317,3672678,3673057,3676112,3676618,3674735,3670966,3676049,3670328,3671646,3673320,3674171,3676944,3674217,3673638,3671889,3671607,3673476,3672945,3673830,3674532,3675369,3676969,3674447,3674123,3678012,3670731,3673673,3673937,3673990,3677034,3672614,3675851,3675768,3673001,3673042,3674188,3673355,3675881,3671523,3670618,3676549,3672180,3674352,3675882,3672209,3678350,3675077,3675619,3674856,3672447,3674627,3671430,3672964,3673875,3674772,3678186,3669320,3673926,3672644,3673598,3674870,3672595,3673079,3674452,3674406,3672583,3674231,3672960,3672690,3675058,3675781,3673738,3675002,3673545,3672798,3670243,3674441,3674552,3671987,3672195,3673610,3674016,3673959,3673000,3672740,3674013,3676215,3675334,3671922,3674257,3672707,3674578,3672154,3673539,3670039,3671250,3672474,3677072,3674225,3672210,3672041,3673990,3675806,3672061,3672721,3675751,3676323,3676108,3677285,3672863,3676043,3672981,3675761,3674272,3674131,3668376,3674614,3675553,3677028,3675252,3673155,3674220,3675601,3679414,3672617,3672579,3675459,3677214,3674311,3674134,3671636,3672901,3673812,3672075,3672944,3673854,3675980,3673639,3672582,3674605,3671962,3673647,3673804,3669682,3676070,3673490,3672200,3673335,3673103,3675462,3675702,3674901,3672021,3671776,3676494,3678343,3673385,3677981,3672582,3676822,3672677,3671536,3672845,3672610,3676264,3671306,3674086,3672868,3673011,3673355,3674213,3674721,3671588,3676487,3676289,3673785,3669357,3673008,3672943,3675524,3673402,3675059,3673303,3671888,3673045,3674541,3675817,3671593,3672716,3674815,3674452,3675875
941000000,-9996,-38934,41214,37622,27904,21854,18060,366,-9222,54082,2118,41840,17206,-38592,-10138,34572,26866,-11758,-15746,-5302,6794,25596,-6352,12508,37654,35304,-31286,-18452,18634,-55658,22690,-21890,-34452,39922,-1598,-17668,10010,-4974,19372,21230,31928,-34108,-5140,-12418,15746,-8740,-15714,-17790,-27610,53556,-53446,-10832,-8174,3679515,3676377,3675028,3675858,3674266,3676947,3676326,3674466,3673952,3674972,3677096,3676862,3676144,3677876,3675044,3675122,3677286,3673588,3678016,3672382,3675434,3676424,3671972,3677139,3676085,3676514,3678045,3676396,3675778,3673197,3676187,3673070,3675147,3677635,3673409,3676140,3674805,3679134,3673941,3673334,3675600,3674556,3678056,3674311,3673449,3676732,3676980,3677440,3675004,3674989,3676985,3675705,3676025,3676648,3675450,3677415,3676094,3673791,3673253,3675463,3672629,3675615,3673941,3672228,3674573,3675029,3678125,3678536,3676615,3672948,3677980,3672236,3673535,3675284,3676154,3678961,3676173,3675579,3673795,3673511,3675443,3674874,3675802,3676461,3677304,3678974,3676425,3676013,3679963,3672692,3675723,3675903,3675933,3679037,3674521,3677839,3677719,3674954,3675008,3676245,3675274,3677715,3673454,3672608,3678454,3674199,3676322,3677866,3674128,3680285,3677055,3677566,3676774,3674452,3676598,3673371,3674948,3675929,3676662,3680138,3671300,3675887,3674549,3675598,3676807,3674527,3675035,3676365,3676377,3674509,3676185,3674934,3674658,3677011,3677694,3675700,3676922,3675426,3674762,3672249,3676455,3676565,3673931,3674135,3675496,3675961,3675923,3674893,3674722,3675943,3678209,3677281,3673908,3676176,3674628,3676469,3674107,3675519,3672057,3673099,3674455,3679026,3676154,3674076,3674014,3675981,3677811,3673972,3674717,3677707,3678222,3678127,3679206,3674894,3677990,3674919,3677669,3676264,3676004,3670357,3676628,3677540,3678963,3677206,3675132,3676178,3677624,3681337,3674558,3674532,3677393,3679172,3676313,3676090,3673544,3674858,3675733,3674063,3675040,3675830,3677922,3675532,3674511,3676529,3673911,3675518,3675831,3671645,3678038,3675356,3674193,3675322,3675120,3677375,3677676,3676896,3673970,3673669,3678445,3680266,3675377,3679924,3674569,3678726,3674684,3673448,3674788,3674625,3678180,3673325,3675975,3674868,3674940,3675316,3676173,3676706,3673511,3678426,3678246,3675729,3671358,3674961,3674907,3677472,3675308,3676950,3675275,3673837,3675019,3676492,3677709,3673514,3674704,3676696,3676365,3677968
941500000,-9976,-39192,40966,38444,27276,22886,17950,206,-9430,55096,2156,42636,17700,-39104,-11052,34194,26294,-11502,-16680,-5770,6964,24906,-7986,11020,36478,35338,-30962,-19486,18870,-54820,22414,-23450,-33448,40156,-2038,-18132,9172,-4718,19630,20534,31652,-34788,-5222,-13448,14666,-8522,-15946,-17800,-27332,54742,-54066,-11384,-8102,3681516,3678375,3677019,3677806,3676289,3678888,3678267,3676386,3675869,3677036,3679035,3678787,3678081,3679844,3677015,3677013,3679241,3675484,3679992,3674410,3677346,3678352,3673933,3679071,3678008,3678493,3679993,3678404,3677721,3675192,3678078,3674985,3677070,3679564,3675353,3678093,3676782,3681112,3675886,3675302,3677516,3676477,3679940,3676273,3675474,3678733,3678910,3679412,3676997,3676923,3678927,3677671,3677933,3678613,3677395,3679314,3678050,3675797,3675256,3677424,3674553,3677535,3675808,3674197,3676506,3676963,3680067,3680400,3678533,3674903,3679994,3674140,3675505,3677201,3678073,3680994,3678137,3677481,3675788,3675456,3677341,3676826,3677698,3678414,3679262,3680857,3678418,3677958,3681969,3674644,3677677,3677959,3677907,3680947,3676535,3679775,3679718,3677010,3676969,3678194,3677243,3679667,3675387,3674560,3680361,3676135,3678310,3679831,3676116,3682283,3678967,3679611,3678758,3676412,3678570,3675314,3676907,3677839,3678649,3682047,3673201,3677880,3676525,3677511,3678649,3676476,3677072,3678296,3678375,3676450,3678158,3676847,3676616,3678934,3679658,3677642,3678856,3677366,3676663,3674217,3678420,3678553,3675898,3676050,3677393,3677962,3677902,3676778,3676647,3677861,3680274,3679251,3675912,3678105,3676553,3678305,3676126,3677488,3674010,3675020,3676399,3680903,3678083,3676041,3675924,3677955,3679732,3675942,3676651,3679635,3680179,3680103,3681139,3676903,3679944,3676898,3679731,3678240,3677983,3672276,3678563,3679528,3681004,3679264,3677120,3678087,3679490,3683272,3676528,3676501,3679317,3681171,3678318,3678042,3675483,3676900,3677689,3675977,3676979,3677808,3679850,3677479,3676435,3678531,3675880,3677377,3677826,3673574,3679961,3677298,3676181,3677260,3677024,3679425,3679625,3678884,3676002,3675615,3680414,3682309,3677300,3681815,3676494,3680713,3676642,3675373,3676697,3676593,3680086,3675299,3677870,3676840,3676898,3677306,3678139,3678678,3675501,3680440,3680148,3677596,3673257,3676878,3676815,3679396,3677297,3678978,3677292,3675697,3676934,3678331,3679750,3675478,3676616,3678752,3678296,3679848
942000000,-10396,-40094,42976,37466,28052,22564,18272,-6,-8796,54524,3088,42884,17584,-37876,-12466,33898,26950,-12780,-16248,-6314,4810,24914,-7382,10710,35732,33822,-31008,-19536,18426,-53912,22168,-23158,-32474,41146,-1368,-17008,9522,-4086,19718,19610,31990,-34308,-6286,-13382,14218,-8936,-16088,-17614,-26880,55082,-54512,-11496,-7912,3683547,3680317,3678927,3679696,3678300,3680849,3680195,3678307,3677810,3679027,3681068,3680710,3679964,3681796,3678937,3678970,3681232,3677417,3681944,3676385,3679375,3680359,3675816,3681017,3680019,3680300,3682005,3680311,3679631,3677182,3679975,3676947,3679026,3681463,3677293,3680024,3678686,3683104,3677798,3677208,3679505,3678421,3681965,3678260,3677394,3680574,3680911,3681395,3678991,3678832,3680751,3679558,3679907,3680616,3679359,3681244,3680024,3677738,3677225,3679381,3676396,3679494,3677730,3676172,3678385,3678981,3681985,3682336,3680491,3676843,3681947,3676100,3677408,3679151,3680046,3682997,3679996,3679472,3677761,3677389,3679300,3678852,3679671,3680400,3681266,3682900,3680396,3680002,3683866,3676620,3679568,3679849,3679882,3682969,3678519,3681862,3681677,3678986,3678933,3680119,3679115,3681583,3677344,3676501,3682329,3678036,3680327,3681774,3678075,3684212,3680848,3681575,3680707,3678369,3680509,3677272,3678809,3679864,3680663,3683968,3675088,3679736,3678518,3679476,3680640,3678466,3679026,3680268,3680317,3678306,3680222,3678806,3678537,3680929,3681565,3679600,3680839,3679302,3678666,3676123,3680355,3680520,3677876,3677952,3679257,3679900,3679846,3678621,3678551,3679866,3682152,3681289,3677804,3680008,3678518,3680292,3678131,3679424,3675915,3676955,3678340,3682858,3680041,3678023,3677873,3679939,3681670,3677942,3678647,3681650,3682201,3682138,3683092,3678843,3681940,3678986,3681672,3680220,3679947,3674287,3680458,3681485,3682928,3681179,3679052,3680043,3681448,3685250,3678428,3678500,3681376,3683122,3680238,3680047,3677481,3678829,3679650,3677946,3678928,3679728,3681749,3679316,3678371,3680444,3677816,3679338,3679794,3675481,3681898,3679212,3678141,3679212,3679031,3681439,3681540,3680924,3678026,3677614,3682375,3684258,3679213,3683729,3678409,3682636,3678608,3677324,3678663,3678537,3681950,3677232,3679810,3678774,3678781,3679317,3680143,3680690,3677565,3682421,3682094,3679470,3675225,3678831,3678673,3681312,3679289,3680969,3679323,3677596,3678968,3680249,3681740,3677443,3678577,3680717,3680268,3681803
942500000,-10270,-40868,43736,37402,26944,22850,18144,408,-8502,55038,2406,41914,18204,-38762,-13046,33644,26902,-11292,-16090,-6226,4556,24460,-7202,10372,36062,33154,-30634,-19018,20144,-54610,22816,-22518,-31578,41396,-2470,-17016,10060,-4656,19972,19558,31852,-34438,-6062,-12902,14636,-8524,-14936,-17678,-26320,55354,-55202,-11248,-6622,3685470,3682293,3680861,3681684,3680282,3682796,3682137,3680282,3679787,3680960,3683057,3682614,3681974,3683744,3680918,3680930,3683110,3679376,3683949,3678232,3681319,3682355,3677776,3682938,3682000,3682276,3683983,3682214,3681660,3679072,3681945,3678824,3680926,3683394,3679214,3681962,3680624,3685093,3679637,3679188,3681398,3680413,3683893,3680295,3679413,3682533,3682831,3683404,3680998,3680759,3682705,3681484,3681893,3682521,3681367,3683133,3681999,3679794,3679156,3681314,3678253,3681489,3679612,3678135,3680306,3680937,3683916,3684330,3682399,3678803,3683854,3678028,3679319,3681113,3682003,3685021,3681917,3681417,3679777,3679348,3681278,3680742,3681638,3682396,3683212,3684909,3682437,3682007,3685901,3678604,3681555,3681748,3681811,3684883,3680545,3683828,3683644,3681002,3680899,3682093,3681024,3683574,3679331,3678394,3684282,3679998,3682355,3683672,3680080,3686125,3682751,3683496,3682635,3680287,3682447,3679233,3680808,3681798,3682560,3685923,3677003,3681682,3680513,3681455,3682534,3680400,3681086,3682151,3682293,3680252,3682217,3680735,3680465,3682875,3683581,3681566,3682699,3681221,3680617,3678100,3682302,3682453,3679814,3679839,3681210,3681800,3681768,3680593,3680492,3681833,3684170,3683297,3679757,3681913,3680431,3682286,3680133,3681398,3677797,3678923,3680317,3684852,3681988,3679920,3679808,3681931,3683697,3679937,3680622,3683621,3684228,3684149,3685092,3680770,3683863,3680969,3683648,3682233,3681893,3676241,3682387,3683506,3684838,3683114,3680923,3681886,3683450,3687169,3680432,3680479,3683322,3685102,3682239,3682015,3679424,3680817,3681521,3679914,3680901,3681625,3683691,3681248,3680322,3682446,3679753,3681300,3681754,3677372,3683891,3681166,3680101,3681238,3681031,3683468,3683426,3682825,3679980,3679530,3684338,3686204,3680998,3685736,3680366,3684596,3680610,3679239,3680536,3680433,3683915,3679194,3681722,3680732,3680775,3681341,3682143,3682579,3679430,3684417,3683983,3681466,3677214,3680682,3680662,3683221,3681308,3682924,3681287,3679526,3680893,3682201,3683719,3679358,3680560,3682677,3682151,3683784
943000000,-10316,-39874,42718,37034,27578,22546,17584,390,-9722,54632,2874,41824,17692,-38958,-13586,33220,26558,-11424,-15458,-6574,3416,24126,-6714,10296,36118,32474,-30418,-19536,20330,-54346,22972,-23366,-31914,40042,-1702,-17614,9532,-4082,19648,19394,31608,-34230,-6530,-12996,14278,-8266,-15120,-17548,-25994,54892,-56656,-12016,-7166,3687409,3684239,3682809,3683586,3682213,3684772,3684084,3682207,3681714,3682957,3684958,3684617,3683998,3685653,3682906,3682827,3685021,3681372,3685947,3680243,3683206,3684253,3679706,3685010,3684034,3684264,3685911,3684132,3683641,3681023,3683900,3680752,3682840,3685329,3681238,3683930,3682603,3687076,3681648,3681166,3683290,3682345,3685768,3682223,3681332,3684466,3684824,3685464,3683002,3682755,3684651,3683510,3683837,3684494,3683313,3685017,3683986,3681738,3681100,3683286,3680208,3683429,3681553,3680088,3682260,3682882,3685845,3686269,3684327,3680756,3685796,3679978,3681274,3683043,3683928,3686987,3683910,3683395,3681734,3681281,3683182,3682668,3683566,3684309,3685129,3686800,3684321,3684011,3687820,3680545,3683460,3683647,3683874,3686809,3682501,3685849,3685535,3683010,3682920,3684087,3683017,3685531,3681246,3680378,3686236,3681919,3684318,3685562,3682019,3688078,3684690,3685398,3684655,3682288,3684422,3681190,3682733,3683698,3684548,3687893,3678967,3683578,3682466,3683435,3684489,3682311,3683101,3684094,3684239,3682156,3684176,3682705,3682458,3684803,3685567,3683526,3684679,3683233,3682501,3680099,3684300,3684390,3681758,3681825,3683148,3683796,3683732,3682571,3682429,3683738,3686092,3685278,3681723,3683897,3682420,3684198,3682083,3683363,3679737,3680889,3682302,3686785,3683845,3681844,3681714,3683839,3685657,3681849,3682560,3685530,3686161,3686109,3687033,3682641,3685859,3682886,3685543,3684252,3683897,3678114,3684318,3685386,3686784,3685070,3682957,3683874,3685331,3689155,3682337,3682472,3685247,3687107,3684135,3683999,3681416,3682824,3683585,3681844,3682894,3683605,3685670,3683260,3682239,3684383,3681710,3683223,3683712,3679345,3685905,3683021,3681987,3683197,3682961,3685470,3685354,3684734,3681975,3681466,3686244,3688207,3682957,3687677,3682308,3686505,3682599,3681230,3682509,3682412,3685913,3681091,3683687,3682679,3682690,3683265,3684113,3684526,3681422,3686373,3685944,3683415,3679174,3682633,3682582,3685176,3683222,3684941,3683247,3681466,3682840,3684180,3685697,3681278,3682531,3684664,3684094,3685787
943500000,-9174,-39720,41612,37550,27692,23158,18776,340,-9558,55062,4168,40560,18814,-38928,-13696,33504,25774,-11542,-16944,-5388,3132,23404,-5570,10914,35416,33052,-29666,-20680,20788,-53886,23298,-22914,-31388,39560,-2050,-17808,9428,-3364,19976,18966,30998,-35534,-6870,-12518,13926,-7770,-15256,-17590,-26346,54998,-56454,-11732,-7470,3689431,3686247,3684778,3685559,3684180,3686723,3686054,3684141,3683739,3684941,3686881,3686528,3685934,3687677,3684839,3684742,3687050,3683371,3687944,3682172,3685182,3686165,3681683,3686908,3685985,3686240,3687951,3686098,3685567,3682959,3685847,3682690,3684847,3687306,3683195,3685925,3684624,3689047,3683605,3683121,3685294,3684270,3687706,3684116,3683337,3686429,3686719,3687379,3684972,3684716,3686609,3685428,3685881,3686499,3685294,3686991,3685925,3683704,3683027,3685207,3682110,3685386,3683578,3682030,3684241,3684874,3687799,3688257,3686285,3682713,3687808,3681910,3683249,3685066,3685850,3688968,3685857,3685401,3683629,3683223,3685174,3684626,3685487,3686258,3687022,3688693,3686228,3685906,3689737,3682602,3685393,3685613,3685891,3688687,3684400,3687764,3687452,3684890,3684935,3686011,3684961,3687438,3683234,3682427,3688238,3683881,3686245,3687599,3683949,3690030,3686696,3687370,3686645,3684285,3686403,3683160,3684622,3685684,3686455,3689806,3680930,3685472,3684407,3685293,3686476,3684298,3685032,3685995,3686247,3684090,3686125,3684636,3684500,3686686,3687557,3685440,3686682,3685175,3684466,3682063,3686291,3686372,3683687,3683795,3685103,3685749,3685727,3684554,3684382,3685657,3688083,3687190,3683703,3685797,3684429,3686187,3684062,3685275,3681649,3682918,3684268,3688750,3685803,3683793,3683691,3685771,3687653,3683731,3684506,3687475,3688009,3688018,3689002,3684577,3687859,3684785,3687370,3686230,3685790,3680233,3686238,3687345,3688685,3687075,3685005,3685859,3687279,3691054,3684292,3684314,3687196,3688997,3686096,3685887,3683387,3684740,3685572,3683816,3684855,3685572,3687603,3685215,3684189,3686305,3683643,3685215,3685708,3681344,3687844,3684970,3683975,3685126,3684959,3687334,3687352,3686738,3683863,3683421,3688190,3690147,3684973,3689646,3684206,3688429,3684531,3683237,3684453,3684416,3687857,3683056,3685624,3684625,3684576,3685220,3686047,3686491,3683335,3688307,3687923,3685265,3681123,3684584,3684510,3687089,3685174,3686854,3685187,3683382,3684777,3686127,3687621,3683276,3684428,3686599,3685995,3687648
944000000,-10434,-38868,41126,39168,27996,22264,17494,1214,-8740,55404,4654,41274,18676,-40346,-13110,33630,26160,-11278,-16068,-5848,3286,24344,-6408,10728,35602,32022,-30142,-20904,19824,-55088,23176,-23936,-31832,39240,-1894,-18106,10114,-2926,19902,19232,31016,-35514,-6898,-12496,14172,-8084,-15702,-17322,-26510,54604,-56924,-11730,-6822,3691425,3688217,3686766,3687468,3686130,3688602,3687999,3686095,3685694,3686950,3688741,3688417,3687875,3689582,3686805,3686764,3689034,3685288,3689917,3684100,3687047,3688083,3683583,3688838,3687850,3688210,3689925,3688069,3687484,3684901,3687783,3684697,3686805,3689253,3685111,3687879,3686671,3691014,3685566,3685068,3687208,3686141,3689619,3686063,3685281,3688371,3688635,3689392,3686822,3686630,3688628,3687389,3687828,3688481,3687213,3689068,3687835,3685636,3684925,3687189,3684053,3687317,3685570,3684069,3686173,3686795,3689748,3690220,3688207,3684658,3689749,3683842,3685224,3687049,3687759,3690939,3687791,3687377,3685575,3685165,3687108,3686499,3687364,3688203,3688915,3690646,3688209,3687826,3691709,3684562,3687334,3687572,3687859,3690552,3686373,3689725,3689349,3686786,3686820,3687989,3686948,3689449,3685275,3684374,3690165,3685825,3688207,3689537,3685890,3691977,3688752,3689355,3688577,3686222,3688329,3685152,3686579,3687535,3688484,3691735,3682888,3687388,3686442,3687211,3688479,3686258,3686978,3688033,3688217,3686017,3687966,3686626,3686514,3688556,3689458,3687474,3688628,3687067,3686389,3684004,3688185,3688412,3685580,3685716,3687024,3687702,3687768,3686534,3686302,3687599,3690069,3689189,3685602,3687807,3686384,3688212,3685987,3687213,3683587,3684942,3686163,3690715,3687754,3685712,3685602,3687684,3689602,3685672,3686399,3689426,3689942,3689972,3690990,3686535,3689776,3686706,3689313,3688179,3687769,3682260,3688162,3689263,3690654,3689039,3686964,3687845,3689189,3693030,3686223,3686336,3689167,3690942,3688061,3687797,3685322,3686712,3687488,3685735,3686848,3687454,3689502,3687253,3686142,3688319,3685618,3687219,3687625,3683364,3689770,3686967,3685922,3687071,3686910,3689268,3689317,3688656,3685783,3685467,3690091,3692121,3686950,3691667,3686186,3690384,3686509,3685248,3686403,3686313,3689807,3685012,3687562,3686615,3686572,3687168,3687971,3688436,3685360,3690235,3689865,3687215,3683179,3686494,3686490,3689025,3687161,3688872,3687111,3685345,3686785,3688127,3689591,3685245,3686433,3688578,3688033,3689752
944500000,-10972,-39236,40942,39632,27500,22720,17388,776,-9314,55580,3656,41596,17560,-40380,-13756,33428,25240,-11264,-15734,-6186,2954,24278,-7308,11138,36090,31470,-30120,-20004,19804,-55376,23720,-24766,-31882,39272,-2054,-18438,9210,-3512,19088,19268,30748,-35780,-7444,-13068,14894,-7578,-16202,-17278,-25924,53730,-56670,-12860,-7222,3693297,3690069,3688686,3689369,3688025,3690561,3689919,3688050,3687601,3688904,3690670,3690394,3689840,3691504,3688781,3688698,3690944,3687242,3691911,3686014,3689077,3689999,3685552,3690812,3689826,3690177,3691927,3689976,3689460,3686815,3689743,3686570,3688721,3691212,3687054,3689899,3688592,3693035,3687471,3686950,3689248,3688084,3691576,3688046,3687249,3690379,3690635,3691356,3688734,3688566,3690594,3689399,3689792,3690474,3689068,3691108,3689742,3687602,3686801,3689158,3686061,3689194,3687462,3686033,3688049,3688752,3691730,3692197,3690147,3686650,3691766,3685819,3687188,3688999,3689761,3692908,3689775,3689302,3687436,3687101,3689048,3688511,3689319,3690120,3690833,3692570,3690169,3689770,3693667,3686510,3689336,3689565,3689868,3692436,3688287,3691750,3691302,3688717,3688811,3689867,3688913,3691404,3687258,3686308,3692092,3687860,3690142,3691512,3687796,3693894,3690744,3691349,3690504,3688150,3690283,3687164,3688514,3689448,3690371,3693731,3684849,3689402,3688353,3689084,3690424,3688262,3688915,3690046,3690069,3687986,3689900,3688600,3688480,3690503,3691425,3689429,3690585,3689021,3688406,3685970,3690163,3690399,3687494,3687615,3688989,3689711,3689716,3688407,3688255,3689623,3692076,3691179,3687474,3689816,3688339,3690200,3687884,3689144,3685512,3686925,3688080,3692715,3689743,3687686,3687595,3689634,3691606,3687587,3688311,3691355,3691827,3691893,3692928,3688522,3691669,3688681,3691285,3690112,3689723,3684167,3690160,3691180,3692622,3690985,3688912,3689845,3691161,3694944,3688190,3688243,3691224,3692928,3690006,3689748,3687253,3688657,3689459,3687726,3688796,3689290,3691512,3689124,3688117,3690347,3687515,3689237,3689592,3685336,3691746,3688918,3687910,3689073,3688833,3691150,3691282,3690580,3687730,3687380,3692004,3694042,3688889,3693669,3688146,3692402,3688452,3687193,3688374,3688219,3691723,3687060,3689494,3688620,3688572,3689123,3689841,3690350,3687314,3692152,3691814,3689199,3685141,3688443,3688500,3690950,3689181,3690743,3689095,3687282,3688735,3690048,3691571,3687293,3688359,3690602,3690046,3691718
945000000,-11044,-38932,41028,39666,27968,22340,17032,672,-9062,56452,4494,41586,16216,-39504,-13556,34824,25148,-10832,-16160,-6558,2704,23830,-6196,11482,36276,30602,-30026,-20576,19752,-55724,23638,-24856,-32548,38880,-1662,-19394,9078,-2468,18188,18920,30972,-36316,-7934,-12764,14290,-8332,-16318,-16742,-26368,52760,-57568,-13154,-6182,3695135,3692005,3690615,3691326,3689986,3692505,3691874,3690018,3689537,3690921,3692635,3692320,3691863,3693369,3690788,3690639,3692909,3689174,3693896,3688013,3691040,3691942,3687468,3692727,3691859,3692177,3693849,3691880,3691377,3688802,3691639,3688561,3690680,3693147,3688982,3691840,3690493,3695064,3689431,3688934,3691198,3690026,3693554,3689968,3689281,3692298,3692512,3693340,3690684,3690595,3692547,3691444,3691742,3692426,3691028,3693019,3691676,3689566,3688792,3691098,3688013,3691075,3689437,3688006,3689981,3690724,3693758,3694133,3692119,3688545,3693770,3687731,3689071,3690956,3691741,3694912,3691756,3691259,3689342,3689101,3691021,3690418,3691287,3692104,3692824,3694534,3692094,3691740,3695614,3688468,3691253,3691507,3691740,3694381,3690222,3693780,3693264,3690647,3690778,3691889,3690866,3693362,3689230,3688305,3694097,3689787,3692054,3693428,3689770,3695783,3692652,3693300,3692421,3690011,3692201,3689100,3690513,3691446,3692296,3695669,3686798,3691347,3690287,3690958,3692417,3690231,3690889,3692051,3692005,3689936,3691876,3690566,3690472,3692450,3693358,3691409,3692546,3690988,3690347,3687875,3692173,3692360,3689391,3689561,3690918,3691648,3691661,3690352,3690184,3691580,3694111,3693125,3689420,3691814,3690319,3692167,3689865,3691088,3687449,3688882,3690025,3694744,3691682,3689661,3689534,3691589,3693584,3689509,3690241,3693365,3693804,3693866,3694801,3690462,3693609,3690662,3693227,3692072,3691681,3686091,3692142,3693056,3694525,3692933,3690756,3691735,3693167,3696867,3690132,3690170,3693211,3694934,3691960,3691718,3689164,3690634,3691415,3689677,3690763,3691221,3693495,3691057,3690023,3692324,3689478,3691227,3691611,3687230,3693748,3690925,3689836,3690989,3690782,3693136,3693170,3692531,3689685,3689304,3693944,3695951,3690751,3695653,3690080,3694365,3690414,3689151,3690314,3690095,3693686,3688985,3691475,3690536,3690576,3691038,3691864,3692273,3689219,3694112,3693752,3691145,3687144,3690398,3690470,3692911,3691101,3692691,3691035,3689228,3690744,3692034,3693505,3689305,3690361,3692579,3692051,3693750
