graph6	class	class_sizes
S??????o@_@_GcgOPC?WOP_?Q_Aa??BG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WOD_@P??F?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WOD_?R?AB?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WODO?R?AD?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WO@o?R?A`?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WO@o@A_A`??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WO@o@@_A`??cG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WODG?Q_AAGAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WODG?P_ACGAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WODG@?c?e?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?WO@g?OcAa?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GDO?J??DOAH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GDO?K_AD??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GCo?L??DOAH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GCW?L??DOAK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GCW?K_AK??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA_GCW?I_?IOAK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGDO?E_A@OAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGSG?E_?IOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGSG?D_?KOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGCg@C_?IOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGCg?D_AGOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGCW@C_?KOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGCW?E_AGOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oGOI?B_?M?Ag??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?oG?i@E?AI??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGS_@G_?J??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGSO@G_?L??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGSG?I_?M?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGSG?H_?M?ACO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGCW@G_AK??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?gGCW?I_AK?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCACGU??SG?J??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCACGU??PG?J??L??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCACGE_?SG?J?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCACGE_?PG?J?AH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?cGT??K_?F?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?cGDO?K_AD?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?cGSG?K_?M?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?cGSG?H_?IOAK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?cGCW?K_AK?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCAAGU??SG?L??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCAAGU??QG?L??J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCAAGU??Og?L??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCAAGEO?QG?L?AH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?aGT??K_?F?ACO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?aGSG?K_?M?ACO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGE_?S_AI?A@O?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGE_@OGAH??J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGE_?SGAH?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGE_?OgAH?AI??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGEO@OGAH??L??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGEO?OgAH?AK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?EGEO?CgAK?A`??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA@GU??SG?M??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPCA@GCg?X??IOAK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GT?@I??M??BO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GT?@I??EO?J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GT??L??F?ACO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GS_@K??J??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GSO@K??L??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GDO@K?AD??EO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?`GDO?M?AD?AAO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOPC?BGEO?QGAK?AH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOHC?R?`G?SC?cOAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?s?BA@C_AB??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?s?BA@C_?b?AAG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?e?EA?L?A@GAH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?U?BA@S?A`??BG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?U?BA@C_A`??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAD?SG?X??WO?IG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAD?SG?HG?w??IG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAD?QA?K_?i??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAD?AI@K??i??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?T?BG@@CAg??aO?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAOOB_?DC?b?A`??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAOOB_?Oc?J?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAOOB_?@c?h?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?oOB_@@CAB??h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?oOB_?DCAB?A`??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?SOR??T??b?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?SOR??S_?b?AAG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?SOR??D_?b?A_G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QOB_@CCA`??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QOB_@?cA`??i??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?POB_@@CAg??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?POB_?DCAa?A`??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAOGE_?SG?J?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAOGE_?PG?J?AH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOSAAGB_@W??`O?J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QGE_@OGAH??J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QGE_?SGAH?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QGE_?OgAH?AI??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOS?QGPO?U??`OAP??	E	[13, 13, 12, 12]
S??????o@_@_GcgOASA`?_W?IGAW??IG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAS?b?oG?J??WOAGG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAS?b?oG?HG?[?AGG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO@S?R?cG?SGAGGAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOKAE?Aa?W_Ag??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?e?Aa@G_Ag??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOKAB?Cg?IGAW??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOKAB?AI?Y?Ag??KG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?b?EA?K_AK?ACG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?R?BA@CC?d?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?F?Aa@W?AH??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOOKAOOBO?AcA`??k??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?oOBO@ACAD??h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?SOBO@CCA`??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOK?SOBO@?cA`??k??	E	[13, 13, 12, 12]
S??????o@_@_GcgOOKAOGEO?QG?L?AH??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGKAa?Cg?I_?WOCGG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGKAP?BO?Oc?cOCK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@EO?Ag?P_?J??KG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@Co?R??E_?BG?F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@Co?R??D_?DG?F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@CP?R??Cc?F??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@CP?F??ECAB??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@CP?F??Cc?F?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@?p?b??EC?F?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@?p?b??Cc?F?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOI@CD?CW@G_?Y??KG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@g@B??b??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@g?Q_?b?AAG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@W@B??d??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@H@O_?F??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@H@A_?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AW?@H@@_?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?w?P@?Q_AB??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AS?@g?Cc?b?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AS?OW?P_?L??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AS??w@D??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?s?D_?@cAH?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?s?@g?CcAB?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?T??P_?BGAD??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?DG?P_AAGAD??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?@W?P_A_GAD??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?@H@A_?b?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?@H?Q_AB?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?[?@H?B_A`?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?Y?P@?B_A`??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AP?S_?P_?M??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AP?SO?B_?k??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AP?Oo?P_?k??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AP?OW?R??k??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?D_?OcAB?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?PO@B??d??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?@o@@_A`??cG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?P@@O_?F??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?P@@A_?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?P@@@_?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?X?@`?B_A`?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AD?P_?Oc?J??q??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?T?Oo@D??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?R??w?E_A_GAg??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@A_GR??E_?b??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@A_GF??E_AB??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@A_GAW@A_?L??i??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AGGDG?W_?F?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@AGGOW?W_?d??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?gGSG?I_AB??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGR??S_?F??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGR??D_?d??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGSO?D_?L??p??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGQO?Q_?J??h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGEG@C_?b??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGEG?E_?b?AI??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACG@g?T??b?AP??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACGOW?T??L??p??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@ACG?w?T?AH??p??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?cGT??D_?R?AD??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?cGF?@C_?F?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?cGF??D_AD?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?KGPG@A_?b??q??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?KGAW@A_A`??i??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@A@GP_?F??b??p??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GF?@C_?F?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GF??E_AB?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GF??D_AD?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GD_@D??F?AP??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GB_@A_AB??i??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?`GDO@E?AD??R??	E	[13, 13, 12, 12]
S??????o@_@_GcgOP@?DGP_@D??b??p??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@g@B??b??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@g@O_?b??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@W@B??d??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@W?P_?d?ACG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@H@O_?F??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@H@A_?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW?@H@@_?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW??h?Q_?J?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW??X?P_?d?AK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOH@CW??X?D_?d?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?PG@O_?F??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?O`@@_?J??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OP@A_?L??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH@Q??F??J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH@B??J??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH@O_?F??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH@A_?M??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH?Q_?F?AI??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?OH@@_?M??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?@H?Q_AB?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW?@H@@_AD??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW??h@Q?AB??J??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW??X?P_AD?AK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOB@CW??X?D_AD?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPCc?EG@K??J??BG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPEA?AW?M??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPCP?R??SC?b??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPCP?R??Cc?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPCP?B_?SC?b?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPCP?B_?Cc?b?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGPAP?b??Cc?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGP?T?b??S_AB??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGP?T?b??S_?BGAa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGP?T?b??SC?b?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGP?T?b??Cc?b?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCo?QG@@_?M??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCo?QG?B_AI??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCS?F??@cAH?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCS?QG?P_AI??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCS?AW@O_AH??IG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCS??X?S_AH?AQ??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPE@?CW?H_?[?AGG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCP?F?@CCAB??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCP?F??CcAB?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCP?B_@D?AB??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCP?B_?CcAB?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAP?p?b??CcAB?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCB?EO?M?AH?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAPCB?Og?H_AW??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW?@W?P_A`?ACG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW?OH@P??J??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW?@H@A_?b?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW?@H?Q_AB?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW?@H?B_A`?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@PCW??X?D_A`?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHEC?Ag?L??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCa?QG?[??L??DG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCa?EG@K??L??DG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHC`?U??L??L??DG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCP?R??SC?d??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCP?R??Cc?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCP?BO?OcAD??k??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHCP?BO?AcA`??k??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHAP?b??SC?d??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGHAP?b??Cc?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCo?QG@A_?M??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCo?QG?B_AK??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHEA?QG?[??L??DG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHEA?EG@K??L??DG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCQ?QG@A_?k??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCQ?QG?Q_AK??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCP?F??CcAD?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAH?p?b??CcAD?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCB?Q@?W_?L?AK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHCB?A`?W_AH?AK??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAHAB?OgAI??X??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?D@?Q_AD?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?@`?Q_A`?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?@`?B_A`?A`??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?@H@O_AD??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?@H@@_?d?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW?@H?B_A`?Ac??	E	[13, 13, 12, 12]
S??????o@_@_GcgO@HCW??h@A_Ag??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCS?QG?P_Ag??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCa?EG?M?AH?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCa?Ag?[?AH?A@G?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCQ?QG@O_?k??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCQ?QG?Q_Ag??HG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XC`?EO@G_?L?AGG?	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCP?B_?SCA`?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgO?XCP?B_?CcA`?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgO?X?T?b??SCA`?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgO?X?T?b??CcA`?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDEO?Ao?F??`G?h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCo?R??E_?F??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAo?b??E_?b??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAo?b??BC?F??h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAo?b??Cc?F??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCS?R??SC?b??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCS?R??DC?b??d??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAS?b??S_?F??aG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAS?b??SC?b??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAS?b??Cc?b??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCQ?R??SC?d??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCQ?R??EC?d??b??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAQ?b??SC?d??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAQ?b??Cc?d??e??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAQ?BO?SC?d?CD??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAQ?BO?EC?d?C`??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAQ?BO?Cc?d?Cc??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCE?Q_?L??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCE?QO?M??h??`G?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAE?a_?L??`G?h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAE?aO?M??`G?h??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDC`?U??K_?M??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCP?R??SC?e??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCP?R??QC?F??i??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCP?BG?SC?e?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCP?BG?QCAa??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCP?BG?EC?e?Aa??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAP?b??T??d??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDAP?b??SC?e??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOGDCB?QO?Y??L??gG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOADEO?F??EC?F?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADEO?F??AcAB??M??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADEO?F??@c?L?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?B_@C_?BGAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?BO@C_AD??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?BO@C_?DGAE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?BO?E_AD?AAG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?QG@C_?M??EG?	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?@P@C_?T?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?@P?E_AP?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCo?@P?E_AD?AQ??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADAo?b??EC?F?AB??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCS?F?@CCAB??F??	E	[13, 13, 12, 12]
S??????o@_@_GcgOADCS?F??@cAH?AE??	E	[13, 13, 12, 12]
S??????o@_@_GcgOAD?s?b??@cAD?AI??	E	[13, 13, 12, 12]
