graph6	class	class_sizes
M?AA@_gpCKIOEOIG?	E	[9, 9, 9, 8]
M?AA@_ghE_BGAgP_?	E	[9, 9, 9, 8]
M?AA@_ghCoIGAgP_?	E	[9, 9, 9, 8]
M?AA@_ghCoHGCgP_?	E	[9, 9, 9, 8]
M?AA@_ghEAIOB_EG?	E	[9, 9, 9, 8]
M?AA@_gdCWIGAgW_?	E	[9, 9, 9, 8]
M?AA@_ggUOB_CgP_?	E	[9, 9, 9, 8]
M?AA@_ggSoICP_B_?	E	[9, 9, 9, 8]
M?AA@_ggUGAoQ_EG?	E	[9, 9, 9, 8]
M?AA@_ggSWJ?CgP_?	E	[9, 9, 9, 8]
M?AA@_ggUCI_B_EG?	E	[9, 9, 9, 8]
M?AA@_ggU@J?B_D_?	E	[9, 9, 9, 8]
M?AA@_ggU@B_E_P_?	E	[9, 9, 9, 8]
M?AA@_ggU@IOF?B_?	E	[9, 9, 9, 8]
M?AA@_gcRGP_E_Og?	E	[9, 9, 9, 8]
M?AA@_gcRGP_AgS_?	E	[9, 9, 9, 8]
M?AA@_gcQcGob?IG?	E	[9, 9, 9, 8]
M?AA@_gaQWCoSGc_?	E	[9, 9, 9, 8]
M?AA@_gaRCH_c_DG?	E	[9, 9, 9, 8]
M?AA@_gaQ`B_`_W_?	E	[9, 9, 9, 8]
M?AA@_gIUOGcc_D_?	E	[9, 9, 9, 8]
M?AA@_gISoY?@gP_?	E	[9, 9, 9, 8]
M?AA@_gISoWCD_P_?	E	[9, 9, 9, 8]
M?AA@_gISPY?D_P_?	E	[9, 9, 9, 8]
M?AA@_gISPQ_S_P_?	E	[9, 9, 9, 8]
M?AA@_gIOpY?`_P_?	E	[9, 9, 9, 8]
M?AA@_gETOIOP_`G?	E	[9, 9, 9, 8]
M?AA@_gETOGSP_d??	E	[9, 9, 9, 8]
M?AA@_g`V?B_E_Og?	E	[9, 9, 9, 8]
M?AA@_g`V?IOB_EG?	E	[9, 9, 9, 8]
M?AA@_g`V?BCD_Q_?	E	[9, 9, 9, 8]
M?AA@_g`TOBCS_P_?	E	[9, 9, 9, 8]
M?AA@_g`TOGcS_E_?	E	[9, 9, 9, 8]
M?AACH_h@oBGE_Og?	E	[9, 9, 9, 8]
M?AACGopBODOEOCg?	E	[9, 9, 9, 8]
M?AACGopAQDOE_KG?	E	[9, 9, 9, 8]
M?AACGop?UHOM?KG?	E	[9, 9, 9, 8]
M?AACGohBOIGE_Ag?	E	[9, 9, 9, 8]
M?AACGohBO@WS_EG?	E	[9, 9, 9, 8]
M?AACGoh@oICQ_Ao?	E	[9, 9, 9, 8]
M?AACGohBAJ?AgE_?	E	[9, 9, 9, 8]
M?AACGohBAHOEGE_?	E	[9, 9, 9, 8]
M?AACGoh?qHCE_W_?	E	[9, 9, 9, 8]
M?AACGoh?pM?Q_Ao?	E	[9, 9, 9, 8]
M?AACGoh?pF?Q_Oo?	E	[9, 9, 9, 8]
M?AACGoh?pIGQ_I_?	E	[9, 9, 9, 8]
M?AACGobBAHOM?Cg?	E	[9, 9, 9, 8]
M?AACGobBADOU?Cg?	E	[9, 9, 9, 8]
M?AACGob@aL?E_Og?	E	[9, 9, 9, 8]
M?AACGobAQKOM?Cg?	E	[9, 9, 9, 8]
M?AACGobAQHOK_KG?	E	[9, 9, 9, 8]
M?AACGobAQDO[?Cg?	E	[9, 9, 9, 8]
M?AACGob@QM?E_Og?	E	[9, 9, 9, 8]
M?AACGob@QKOU?Cg?	E	[9, 9, 9, 8]
M?AACGob@`F?Q_Oo?	E	[9, 9, 9, 8]
M?AACGob@`KGQ_E_?	E	[9, 9, 9, 8]
M?`@?aGqB_Co?wDO?	E	[9, 9, 9, 8]
M?`@?aGqBGEO?wDO?	E	[9, 9, 9, 8]
M?`@?aGqBCCoDOCW?	E	[9, 9, 9, 8]
M?`@?aGqB@CoDOCo?	E	[9, 9, 9, 8]
M?`@?aGqAHE_GoCo?	E	[9, 9, 9, 8]
M?`@?aGq@HAoGoSO?	E	[9, 9, 9, 8]
M?`@?aGq@DE_@oSO?	E	[9, 9, 9, 8]
