a,b,c,L,exact,degenerate,nodes,secs,word
1,6,12,325,0,0,400000336,10.044,"0,1,0,6,0,1,0,12,0,1,0,6,1,0,1,12,1,0,1,6,1,12,6,0,12,0,1,0,6,0,12,6,1,6,12,0,6,12,1,6,1,0,1,6,1,12,1,0,12,1,12,6,12,0,12,6,12,1,6,12,0,6,0,1,0,6,0,12,0,1,6,12,1,12,0,1,0,6,0,1,0,12,1,0,1,6,1,12,1,0,12,1,12,6,0,6,1,12,1,0,6,0,1,0,6,12,6,0,6,12,1,12,6,0,12,1,0,1,6,1,12,1,0,12,1,12,6,12,1,12,0,1,0,6,12,1,12,6,12,0,12,6,12,1,6,0,6,12,0,6,0,1,6,0,6,12,0,12,1,12,6,12,1,12,0,1,12,1,6,1,0,1,6,1,12,6,0,1,0,6,0,12,0,6,1,0,6,12,6,1,12,6,12,0,1,6,1,0,1,12,0,12,6,0,12,0,1,0,6,0,1,0,12,1,0,1,6,1,0,1,12,1,6,12,0,6,1,0,6,0,12,6,1,6,12,0,6,12,1,6,1,0,1,6,1,12,1,0,12,1,12,6,12,1,12,0,12,6,0,12,0,1,12,6,12,1,0,1,6,1,0,12,0,6,1,6,12,6,0,12,0,1,0,6,0,1,0,12,1,0,1,6,1,12,1,6,1,0,6,12,1,12,6,12,0,6,0,1,0,12,1,0,1,6,1,12,6,12,0,1,0,6,0,12,0"
5,6,12,321,0,0,400000204,9.858,"0,5,0,6,0,5,0,12,0,5,0,6,5,0,5,12,5,0,5,6,5,12,6,0,12,5,0,5,6,0,5,0,12,0,6,0,12,0,5,12,0,12,6,12,0,12,5,12,6,5,0,6,0,12,6,5,0,12,5,0,5,6,5,0,5,12,5,6,12,5,12,0,5,6,0,5,12,0,12,6,12,5,12,6,12,0,6,12,5,6,0,12,0,6,0,5,0,6,12,5,6,12,6,0,6,12,5,6,5,0,5,12,5,0,5,6,0,6,12,0,6,0,5,0,12,0,5,0,6,5,0,5,12,5,0,5,6,5,12,6,5,6,0,12,6,12,5,6,5,0,5,12,0,5,0,6,0,5,0,12,0,6,12,6,5,12,6,12,0,6,12,6,5,12,5,0,5,6,12,0,6,0,5,6,5,12,5,0,5,12,5,6,12,5,12,0,12,5,12,6,12,0,6,12,6,5,12,5,0,5,12,6,12,5,12,0,5,0,6,0,12,0,5,12,0,12,6,12,0,12,5,12,6,5,0,6,0,12,0,6,0,5,0,12,5,0,5,6,12,6,0,5,0,12,5,0,5,6,5,12,5,6,5,0,6,12,5,12,0,12,6,0,6,5,12,5,6,0,5,0,12,0,5,0,6,0,12,6,5,12,6,12,0,12,6,12,5,6,5,0,6,5,12,0,6,12,6,5,12,5,0,5,12,5,6,5,0,12,6,12,5"
1,7,12,427,0,0,400000536,12.625,"0,1,0,7,0,1,0,12,0,1,0,7,1,0,1,12,1,0,1,7,1,12,7,0,7,1,0,1,12,0,1,0,7,0,12,0,7,0,1,7,0,12,1,7,12,1,12,0,7,0,12,0,1,12,1,7,1,0,1,7,1,12,7,0,1,7,12,1,12,0,1,7,0,12,7,12,1,12,7,12,0,12,1,0,12,0,7,0,1,0,12,1,7,1,0,7,0,12,0,7,0,1,7,0,12,7,12,1,7,1,0,7,0,12,0,1,0,7,1,0,1,12,1,0,1,7,1,12,7,1,7,0,1,12,1,0,1,7,0,12,7,0,7,1,12,0,12,7,0,12,0,1,0,12,0,7,0,1,7,12,7,0,1,0,12,1,0,1,7,1,12,7,1,7,0,7,12,7,1,12,7,12,0,12,7,12,1,12,0,1,7,0,7,12,7,1,12,0,1,7,1,0,12,0,1,7,0,7,12,0,12,1,12,0,12,7,12,1,0,7,0,12,7,12,1,12,7,12,0,7,12,7,1,7,0,7,1,7,12,1,12,0,12,7,0,12,0,1,7,12,1,0,12,1,7,12,7,0,7,1,7,12,1,7,1,0,1,12,1,0,1,7,0,1,0,12,0,7,0,1,7,1,12,7,12,0,7,0,1,0,12,0,7,12,0,12,1,12,7,12,1,12,0,1,7,12,7,1,7,0,7,1,12,7,1,0,1,12,0,1,0,7,12,7,1,12,7,0,12,0,1,0,12,0,7,0,1,7,12,7,0,1,7,1,12,1,0,1,7,0,1,0,12,0,1,0,7,1,7,12,0,1,0,12,0,7,0,12,0,1,12,7,12,0,7,12,7,1,7,0,7,12,0,7,0,1,12,1,0,7,1,7,12,1,7,1,0,1,12,0,1,0,7,0,1,0,12,1,12,7,12,0,1,0,7,1,0,1,12,1,7,1,12,1,0,12,1"
2,7,12,322,0,0,400000316,10.454,"0,2,0,7,0,2,0,12,0,2,0,7,2,0,2,12,2,0,2,7,2,12,7,0,7,2,12,7,12,0,7,0,2,0,7,0,12,0,2,12,0,12,7,12,0,12,2,12,7,2,12,2,0,12,7,12,0,2,0,7,2,0,2,12,2,0,2,7,2,12,7,2,7,0,12,2,12,7,12,0,12,7,12,2,7,0,7,2,12,7,2,0,7,0,12,0,2,12,0,12,7,12,0,12,2,12,7,2,0,2,12,0,12,7,0,12,0,2,0,7,0,2,0,12,2,0,2,7,12,2,12,0,2,0,7,0,12,7,12,2,12,7,12,0,12,7,2,7,0,2,7,2,12,7,2,7,0,2,0,12,0,7,2,12,7,12,0,7,0,2,0,12,0,2,0,7,2,0,2,12,2,0,2,7,2,12,7,2,7,0,2,0,12,0,2,7,2,0,2,12,0,12,7,12,2,12,0,2,12,2,7,2,12,2,0,2,7,0,12,7,12,2,12,7,12,0,12,2,0,12,0,7,2,7,12,0,12,2,0,12,0,7,0,12,0,2,0,7,2,0,2,12,2,0,2,7,2,12,7,0,7,2,12,7,12,0,12,2,0,7,2,12,7,2,0,7,0,12,0,2,12,0,12,7,12,2,12,7,12,0,7,2,12,2,7,2,0,2,7,12,2,12,0,12,2,12,7,12,0,2,0,7,2,0,2,12,7,12,0,12,2,7"
3,7,12,321,0,0,400000368,11.381,"0,3,0,7,0,3,0,12,0,3,0,7,3,0,3,12,3,0,3,7,3,12,7,0,7,3,0,3,12,0,3,0,7,0,12,7,3,7,12,0,7,12,3,7,3,0,3,7,3,12,3,0,7,12,0,12,3,0,7,12,3,7,12,7,0,7,12,3,0,12,0,7,0,12,0,3,0,7,3,7,12,3,12,0,3,0,7,3,7,12,7,0,7,12,7,3,12,7,12,0,12,7,12,3,12,0,3,12,3,7,12,0,7,12,3,7,3,0,3,12,0,7,0,3,12,0,12,7,12,3,12,7,12,0,7,12,7,3,0,7,0,12,0,3,0,12,0,7,12,3,12,0,3,0,7,3,0,3,12,3,7,12,0,12,7,3,7,0,7,3,12,3,0,3,7,0,7,12,0,7,0,3,0,12,0,3,0,7,3,0,3,12,3,0,3,7,3,12,7,0,7,3,0,3,12,3,0,3,7,0,3,0,12,0,7,12,7,3,12,7,12,0,7,12,7,3,0,7,0,12,0,7,0,3,0,12,3,0,3,7,3,0,3,12,0,12,7,0,12,3,7,3,0,7,3,7,12,0,12,7,12,3,12,7,12,0,7,0,3,0,12,7,12,0,12,3,0,3,7,3,12,3,0,12,7,12,3,0,12,0,7,0,3,0,7,0,12,7,12,3,7,0,3,0,12,3,0,3,7,3,12,7,12,0,7,0,3,0,7,12,3"
4,7,12,306,0,0,400000268,9.978,"0,4,0,7,0,4,0,12,0,4,0,7,4,0,4,12,4,0,4,7,4,12,7,0,7,4,0,4,12,0,4,0,7,0,12,7,4,12,7,12,0,7,0,4,7,0,7,12,7,4,7,12,7,0,12,7,12,4,0,7,4,12,4,0,7,0,12,4,12,7,4,7,0,7,12,7,4,12,7,12,0,12,7,12,4,7,4,0,12,7,12,0,12,4,12,0,7,12,0,4,0,7,0,12,7,12,4,7,0,4,7,4,12,7,12,0,12,7,4,7,0,7,12,7,0,7,4,0,4,12,0,4,0,7,0,12,0,7,0,4,7,0,12,4,7,12,4,12,0,12,4,7,12,7,0,7,12,4,7,4,0,4,12,4,7,12,4,12,0,12,7,0,4,0,7,0,12,0,7,4,0,4,12,0,4,0,7,0,12,0,7,0,4,7,0,7,12,4,7,4,0,7,0,12,0,7,0,4,0,12,4,12,7,12,0,4,12,0,7,0,4,12,4,7,12,7,0,7,12,4,12,7,12,0,4,0,7,12,0,12,4,12,7,12,4,12,0,4,0,7,4,0,4,12,0,4,0,7,12,0,12,4,0,4,7,0,7,12,7,0,4,0,7,0,12,7,12,4,0,4,7,12,4,12,0,12,7,12,0,12,4,0,7,12,7,0,7,4,12,4,0,12,0,7,12,0"
5,7,12,60,1,1,7707828,0.100,"0,12,5,0,7,12,7,5,12,5,0,5,12,7,12,5,12,7,0,7,5,0,5,12,5,0,7,0,5,0,7,12,7,0,7,12,5,12,7,12,0,7,0,5,12,5,0,5,12,7,12,5,12,0,5,0,7,12,5,7"
1,8,12,365,0,0,400000368,11.662,"0,1,0,8,0,1,0,12,0,1,0,8,1,0,1,12,1,0,1,8,1,12,8,0,8,1,0,1,12,0,1,0,8,0,12,0,8,0,1,8,0,8,12,1,0,1,12,1,8,12,8,0,1,0,8,12,0,12,1,12,0,8,12,8,1,12,1,0,1,12,1,8,1,0,8,1,8,12,0,1,0,8,0,12,0,8,0,1,8,1,12,1,0,12,1,12,8,12,0,8,0,1,0,8,12,8,1,12,8,12,0,12,8,12,1,12,0,1,12,1,8,0,12,8,12,1,8,0,1,8,1,12,1,8,1,0,1,12,0,1,0,8,1,12,8,12,0,8,0,1,8,0,12,8,12,1,12,0,12,1,12,8,1,12,1,0,1,8,0,8,12,1,8,0,1,0,12,0,8,0,1,8,0,8,12,8,0,8,1,8,12,1,8,1,0,8,12,8,0,1,0,8,0,1,12,1,0,8,1,8,12,1,8,1,0,1,12,1,0,1,8,0,1,0,12,0,1,0,8,0,12,8,0,8,1,0,1,12,1,8,1,0,1,12,0,8,0,1,8,1,12,1,0,12,1,12,8,0,12,0,1,0,8,0,12,0,1,12,8,12,0,8,12,8,1,8,0,1,0,12,8,12,1,12,0,1,8,1,0,1,12,0,8,0,12,0,1,12,0,8,1,8,12,1,12,0,12,1,12,8,12,0,8,12,8,1,12,1,0,1,12,1,8,1,0,8,12,8,1,12,8,12,0,12,1,0,1,8,1,0,12,0,1,0,8,12,8,1,0,8,0,12,0,1,0,12,0,8,12,0,1,8,12,1,8"
3,8,12,333,0,0,400000288,11.216,"0,3,0,8,0,3,0,12,0,3,0,8,3,0,3,12,3,0,3,8,3,12,8,0,8,3,0,3,12,0,3,0,8,0,12,0,8,0,3,8,3,12,0,3,12,8,12,0,3,12,0,8,0,3,8,3,12,3,0,3,8,3,12,8,0,8,3,0,8,0,12,8,3,12,8,12,0,12,8,12,3,8,3,0,3,8,12,0,8,0,3,0,8,12,0,12,3,12,0,12,8,12,0,3,0,8,12,8,3,12,8,12,0,12,8,12,3,12,0,3,12,3,8,12,8,0,12,3,12,8,0,12,0,3,0,12,0,8,0,3,8,3,12,3,0,8,12,0,3,0,8,3,8,12,8,0,12,8,12,3,12,0,12,3,12,8,3,0,3,8,3,12,3,8,0,12,0,3,0,8,3,12,3,8,0,8,3,12,8,12,0,8,0,3,0,12,0,8,0,3,8,3,12,3,8,3,0,3,12,0,3,0,8,0,3,0,12,3,12,8,3,0,8,0,12,0,3,0,8,0,12,8,12,3,8,0,8,3,8,12,3,0,8,0,3,0,12,0,3,0,8,3,8,12,3,8,3,0,12,3,12,8,12,3,12,0,12,8,0,3,0,12,3,12,8,3,8,0,3,0,12,0,8,0,3,8,12,8,0,12,8,12,3,12,0,12,3,12,8,3,0,3,12,8,12,0,8,12,8,3,8,0,3,12,3,8,0,3,0,12,0,8,12,8,3,0,3,8,3,12,0,8,0"
1,9,12,452,0,0,400000372,12.839,"0,1,0,9,0,1,0,12,0,1,0,9,1,0,1,12,1,0,1,9,1,12,9,0,9,1,0,1,12,0,1,0,9,0,12,9,0,9,1,0,1,12,9,12,1,0,12,0,9,0,12,0,1,0,12,9,12,1,12,0,12,1,12,9,1,9,0,1,0,12,0,1,0,9,0,12,9,0,9,1,0,1,12,1,9,12,0,9,1,9,12,1,12,0,12,9,12,1,9,12,9,0,9,12,9,1,9,0,1,0,12,0,9,0,12,0,1,12,9,12,0,9,12,9,1,12,1,0,12,1,12,9,12,0,12,9,12,1,9,12,9,0,9,12,9,1,9,0,1,12,1,9,12,1,12,0,12,1,12,9,12,0,9,1,9,0,12,0,1,12,0,12,9,12,1,12,0,1,12,1,9,1,0,1,12,0,9,12,0,1,12,9,1,9,0,9,12,9,1,12,9,12,0,12,1,0,12,0,9,0,1,0,12,1,12,9,1,0,1,12,0,1,0,9,0,12,0,9,0,1,9,12,9,0,12,0,1,12,1,9,1,12,1,0,1,9,0,1,0,12,0,1,0,9,0,12,9,0,9,1,0,1,12,1,0,1,9,1,12,0,9,0,1,9,0,9,12,9,1,12,1,0,1,12,9,12,0,12,1,0,1,9,1,0,12,9,0,12,0,1,0,12,9,0,9,1,9,0,9,12,9,1,12,9,12,0,1,12,1,9,12,9,0,9,12,9,1,12,9,12,0,12,1,12,0,12,9,0,12,0,1,9,0,9,12,9,0,9,1,9,12,1,12,0,12,1,9,0,9,12,0,9,0,1,0,12,1,0,1,9,1,12,9,12,0,12,1,12,0,12,9,0,12,0,1,0,9,0,1,0,12,1,0,1,9,1,12,9,0,9,1,0,9,0,12,0,1,12,9,12,1,12,0,12,1,9,12,9,0,9,1,9,12,1,12,0,12,1,12,9,1,12,1,0,9,12,0,12,1,0,1,9,1,0,1,12,0,1,9,0,12,1"
2,9,12,434,0,0,400000488,14.139,"0,2,0,9,0,2,0,12,0,2,0,9,2,0,2,12,2,0,2,9,2,12,9,0,9,2,0,2,12,0,2,0,9,0,12,9,2,9,0,12,0,2,12,0,12,9,0,12,0,2,9,0,9,12,9,0,9,2,9,0,12,2,0,9,0,12,2,12,0,9,12,2,9,12,9,0,9,12,9,2,9,0,2,0,12,2,9,2,12,2,0,12,9,12,0,2,0,12,0,9,2,9,12,0,9,0,2,0,12,0,2,0,9,2,9,12,2,9,2,0,2,12,2,0,2,9,0,2,0,12,0,2,0,9,0,12,9,2,9,0,2,0,12,2,0,2,9,12,2,12,0,12,9,12,0,12,2,0,9,0,2,0,12,0,2,9,0,9,12,9,2,9,0,2,0,12,2,0,2,9,0,2,0,12,2,12,9,12,0,9,12,9,2,9,12,9,0,9,2,0,9,0,12,0,9,0,2,9,2,12,9,0,12,0,2,12,0,12,9,12,2,12,9,12,0,9,2,0,2,12,2,0,9,2,9,12,9,0,9,12,9,2,12,9,12,0,12,9,12,2,12,0,2,12,2,9,12,9,0,9,12,2,12,9,12,0,9,0,2,0,12,9,12,0,12,2,0,2,9,2,0,2,12,0,2,9,0,12,9,0,9,2,9,0,9,12,9,2,12,2,0,2,12,9,12,0,12,9,2,9,12,9,0,2,0,9,0,12,9,12,2,12,0,12,9,0,2,0,12,2,0,2,9,0,9,12,0,9,0,2,0,12,0,2,0,9,2,0,2,12,2,9,2,0,9,0,12,0,2,0,9,0,12,9,2,12,9,0,12,0,2,12,0,12,9,12,2,12,9,12,0,9,12,2,0,9,2,9,12,2,12,0,12,9,0,2,0,9,0,12,0,9,2,0,2,12,2,9,2,0,9,0,12,9,12,2,9,12,9,0,12,9,12,2,9,2,0,9,0,12,9,2,9,12"
1,10,12,457,0,0,400000604,14.708,"0,1,0,10,0,1,0,12,0,1,0,10,1,0,1,12,1,0,1,10,1,12,10,0,10,1,0,1,12,0,12,10,12,0,12,1,0,12,0,10,0,1,10,1,12,10,0,10,1,0,10,0,12,0,1,0,10,1,0,1,12,1,0,1,10,0,10,12,0,1,0,10,12,0,12,1,12,0,12,10,12,1,10,0,10,1,10,12,10,1,0,10,0,12,0,10,1,0,1,12,1,0,1,10,1,12,0,12,10,12,1,12,10,12,0,10,1,10,12,1,12,0,1,0,10,0,12,1,12,0,10,12,10,1,10,12,0,10,0,1,10,0,10,12,10,1,10,12,10,0,12,10,12,1,12,0,12,1,12,10,1,10,0,10,12,10,0,10,1,0,12,0,1,10,0,1,12,1,10,12,10,0,12,10,12,1,12,0,12,1,12,10,1,12,1,0,1,10,1,12,10,0,12,1,12,10,0,10,1,0,10,0,12,0,1,0,10,1,0,1,12,1,0,1,10,1,12,10,0,12,1,12,10,1,10,0,10,12,10,0,10,1,0,10,12,0,1,12,1,10,1,0,10,1,10,12,0,10,0,1,0,12,0,1,0,10,1,0,1,12,1,0,1,10,1,12,10,1,10,0,1,0,12,1,12,10,12,1,0,12,0,10,0,1,10,1,12,1,0,1,10,0,12,0,10,0,1,10,1,12,10,1,10,0,1,10,1,12,10,12,0,10,12,1,10,1,0,1,12,1,10,12,1,12,0,12,1,12,10,12,0,10,12,10,1,12,1,0,10,1,10,12,10,0,10,12,10,1,12,10,0,12,1,12,0,10,0,12,1,0,1,10,1,12,0,10,12,1,10,12,0,10,1,0,10,0,12,0,10,0,1,0,12,1,0,1,10,1,0,1,12,0,12,10,12,1,12,0,12,10,0,1,0,12,1,0,1,10,0,12,10,12,1,10,0,1,12,10,1,10,0,10,1,10,12,10,0,12,10,12,1,12,0,1,12,1,10,0,12,0,10,0,1,10,12,0,12"
1,11,12,60,1,1,7707828,0.099,"0,12,1,0,11,12,11,1,12,1,0,1,12,11,12,1,12,11,0,11,1,0,1,12,1,0,11,0,1,0,11,12,11,0,11,12,1,12,11,12,0,11,0,1,12,1,0,1,12,11,12,1,12,0,1,0,11,12,1,11"
1,2,13,337,0,0,400000304,9.827,"0,1,0,2,0,1,0,13,0,1,0,2,1,0,1,13,2,0,2,1,0,2,13,0,13,1,0,2,13,2,1,13,2,13,0,13,1,0,13,0,2,0,13,0,1,0,2,1,2,13,2,1,0,13,0,1,0,2,0,1,0,13,1,2,1,0,2,1,2,13,2,1,2,0,1,0,13,0,2,13,0,13,1,13,2,1,2,0,2,1,2,13,2,1,0,13,1,13,2,13,1,13,0,13,2,0,13,0,1,0,2,1,13,2,0,2,13,1,13,0,2,13,1,0,1,2,0,1,0,13,0,2,0,13,0,1,13,0,13,2,13,1,13,0,1,0,2,1,2,13,0,2,13,1,13,2,0,13,0,1,13,0,13,2,13,1,13,2,13,0,2,13,2,1,2,13,2,0,2,1,0,2,0,13,2,1,2,13,0,13,1,13,2,1,0,2,0,13,0,1,0,13,0,2,13,0,13,1,13,2,13,0,2,13,2,1,2,0,1,13,1,2,13,1,13,0,1,0,2,1,13,1,0,2,1,2,13,2,1,2,0,2,1,13,1,0,2,0,1,0,13,0,1,0,2,1,2,13,0,1,0,2,0,13,1,13,0,13,2,0,2,1,2,13,2,0,13,2,13,1,13,2,13,0,13,1,0,13,0,2,0,13,0,1,0,2,1,0,1,13,0,13,2,13,1,2,1,0,1,2,1,13,1,0,2,0,1,0,13,0,1,0,2,1,13,2,0,2,1,0,1,13,0,1,2,0,1"
1,3,13,413,0,0,400000448,13.156,"0,1,0,3,0,1,0,13,0,1,0,3,1,0,1,13,1,3,1,0,3,0,13,0,1,0,13,0,3,13,0,1,13,1,3,1,0,3,0,13,0,1,3,13,3,1,3,0,3,1,13,0,13,3,13,1,13,3,13,0,3,1,3,13,1,13,0,1,0,3,0,1,13,0,13,3,0,13,0,1,3,1,13,0,1,3,0,3,13,3,1,3,0,1,3,1,13,1,0,1,3,0,1,0,13,0,1,0,3,0,13,3,1,3,0,1,3,1,13,3,0,13,1,0,13,0,3,1,3,0,13,3,13,1,13,3,0,3,1,3,13,3,1,3,0,1,0,13,3,0,1,3,1,13,1,0,3,1,0,13,0,1,3,0,3,13,0,13,1,3,0,1,3,1,13,0,3,1,13,3,13,0,13,3,13,1,13,0,1,13,1,3,1,0,3,0,13,0,1,13,0,13,3,13,0,13,1,13,3,1,13,1,0,13,3,13,0,13,1,13,0,3,13,3,1,3,13,3,0,3,13,1,0,1,3,0,3,13,3,0,1,0,13,1,0,1,3,1,13,1,0,13,1,13,3,13,0,3,0,1,3,0,13,3,1,13,3,13,0,13,3,13,1,13,0,1,13,1,3,0,1,0,13,0,3,13,0,13,1,0,1,3,0,1,0,13,1,0,1,3,0,3,13,3,0,3,1,0,3,13,1,0,13,1,13,3,13,1,0,13,0,3,0,13,0,1,0,3,1,3,13,3,0,1,13,0,1,0,3,1,3,13,3,1,3,0,1,3,1,13,1,0,1,3,0,1,0,13,0,1,0,3,1,3,13,3,0,1,0,3,0,13,3,13,1,13,0,1,0,3,0,1,0,13,1,0,3,1,3,13,1,3,1,0,13,1,13,3,13,1,13,0,13,3,0,1,0,13,0,3,0,13,0"
2,3,13,360,0,0,400000456,12.761,"0,2,0,3,0,2,0,13,0,2,0,3,2,0,2,13,2,0,2,3,2,13,3,0,3,2,0,2,13,0,2,0,3,13,0,13,2,13,0,13,3,13,0,2,3,0,3,13,0,2,3,2,13,3,2,3,0,13,2,0,2,3,2,0,13,2,13,3,13,0,13,2,13,3,2,3,0,3,13,3,2,13,3,13,0,13,3,13,2,13,0,2,13,2,3,13,0,3,13,2,13,3,0,13,0,2,0,3,0,13,3,2,3,0,13,3,13,2,13,0,2,13,2,3,2,0,3,2,3,13,0,3,0,2,0,3,0,13,0,2,13,0,13,3,0,2,3,2,13,3,0,13,0,2,13,0,13,3,13,2,13,3,13,0,3,2,13,2,0,2,3,2,0,2,13,0,3,0,13,2,0,13,3,13,2,13,0,2,0,3,2,3,13,3,2,3,0,2,3,2,13,2,0,2,3,0,2,0,13,0,2,0,3,2,3,13,3,2,3,0,3,13,0,2,0,13,0,3,0,13,2,3,2,0,2,13,0,13,3,13,2,13,3,13,0,3,13,3,2,3,0,2,13,0,13,3,0,3,2,0,3,0,13,0,2,0,13,0,3,13,0,13,2,13,0,13,3,13,2,3,13,3,0,13,2,13,0,13,3,0,2,13,2,3,2,0,3,0,13,0,2,13,0,13,3,13,2,3,13,3,0,3,2,0,3,0,13,3,13,2,13,0,3,0,2,0,13,0,2,0,3,2,13,2,0,3,0,13,3,13,2,0,13,2,3,2,0,3,2,3,13,3,0,13,0,2,3,13,0,3"
1,4,13,404,0,0,400000504,13.184,"0,1,0,4,0,1,0,13,0,1,0,4,1,0,1,13,1,0,1,4,1,13,4,0,4,1,0,1,13,0,1,0,4,0,13,0,4,0,1,4,0,13,1,4,13,1,13,0,4,0,13,0,1,4,1,13,1,0,1,13,1,4,13,0,4,13,1,4,1,0,4,1,4,13,4,0,13,4,13,1,13,0,1,0,4,1,4,13,1,0,4,0,1,0,13,0,1,4,0,4,13,4,1,4,13,4,0,13,4,13,1,13,4,13,0,13,1,0,13,0,4,1,13,4,0,13,4,13,1,0,1,13,1,4,13,4,0,1,4,0,13,0,4,1,0,1,13,0,13,4,13,0,13,1,13,4,1,13,1,0,13,0,4,0,1,4,1,13,1,0,1,4,0,1,0,13,0,4,0,1,4,1,13,1,0,13,0,4,13,1,13,4,0,4,13,1,4,1,0,4,0,13,0,4,0,1,0,13,4,1,4,0,1,0,13,0,1,0,4,1,0,1,13,1,4,1,0,4,1,4,13,0,4,0,1,0,4,0,13,0,1,4,1,13,1,0,13,4,0,4,1,4,13,1,4,1,0,13,1,13,4,13,0,13,1,0,1,4,1,0,1,13,0,1,0,4,13,1,4,13,4,0,13,0,1,13,0,13,4,13,1,13,4,13,0,4,13,4,1,4,0,1,13,0,13,4,13,0,1,13,1,4,1,13,0,1,0,4,1,4,13,4,1,4,0,4,13,1,0,1,4,0,4,13,4,0,4,1,0,4,0,13,1,0,1,4,1,13,4,13,0,4,1,0,4,0,13,4,13,1,13,0,13,1,13,4,1,13,1,0,4,13,0,1,0,4,1,4,13,1,4,0,4,1,4,13,1,13,0,13,4,0,4,1,4,0,13,0,1,0,4,0,1,0"
2,4,13,314,0,0,400000392,10.208,"0,2,0,4,0,2,0,13,0,2,0,4,2,0,2,13,4,0,4,2,0,4,13,0,13,2,0,4,13,4,2,13,4,13,0,13,2,0,13,0,4,0,13,0,2,0,4,2,4,13,4,2,0,13,0,2,0,4,0,2,0,13,2,4,2,0,4,2,4,13,4,2,4,0,2,0,13,0,4,2,4,13,4,0,4,13,4,2,13,0,13,4,0,4,2,0,2,13,0,4,0,2,13,0,13,4,13,0,13,2,13,4,2,4,0,13,0,2,4,0,4,13,4,2,4,13,4,0,13,4,13,2,13,4,13,0,13,2,0,13,0,4,13,2,13,4,0,13,4,2,4,0,4,13,0,13,2,0,13,0,4,0,2,0,4,0,13,4,2,0,4,13,0,13,2,13,0,4,13,4,2,4,13,4,0,4,2,13,0,13,4,0,4,2,4,0,4,13,0,4,0,2,0,13,0,2,0,4,2,4,13,0,4,0,2,4,0,4,13,2,13,0,13,4,13,0,13,2,0,2,4,0,2,0,13,0,4,0,13,0,2,13,0,13,4,13,2,13,4,13,0,4,13,4,2,0,13,2,0,2,4,0,4,13,4,2,13,0,13,2,4,13,2,0,13,0,4,0,13,0,2,0,4,2,0,2,13,4,2,4,0,2,0,13,0,4,13,4,2,4,0,2,13,2,4,13,4,0,13,0,2,13,2,4"
3,4,13,361,0,0,400000428,11.377,"0,3,0,4,0,3,0,13,0,3,0,4,3,0,3,13,3,0,3,4,3,13,4,0,4,3,0,3,13,0,3,0,4,0,13,4,0,4,3,0,3,13,4,13,3,0,13,0,4,0,13,0,3,0,13,4,13,3,13,0,13,3,13,4,3,4,0,3,0,13,0,4,0,3,4,0,4,13,4,3,13,4,13,0,13,3,0,3,4,3,13,3,4,3,0,4,13,4,3,13,4,13,0,13,4,13,3,13,0,3,13,3,4,13,0,13,4,3,13,4,0,13,0,3,0,13,4,3,13,4,13,0,4,0,3,0,4,0,13,0,3,13,3,4,13,3,13,0,13,4,13,0,13,3,0,13,0,4,0,13,0,3,0,4,3,0,3,13,4,0,13,0,3,0,13,4,0,4,3,4,13,4,0,13,0,3,13,4,3,13,3,0,13,0,4,0,3,13,3,0,3,4,0,4,13,4,0,4,3,0,4,0,13,0,3,0,4,3,0,3,13,3,0,3,4,0,4,13,0,3,13,3,4,3,0,3,4,3,13,4,13,0,13,4,3,13,4,13,0,4,0,3,0,4,0,13,0,3,4,3,0,3,13,0,4,0,13,0,3,13,3,4,13,4,0,3,4,3,13,3,0,13,3,13,4,13,0,13,4,13,3,4,13,0,3,0,13,0,4,13,3,13,4,0,4,3,13,4,3,0,3,13,0,3,0,4,0,13,0,4,0,3,4,0,4,13,4,3,13,4,13,0,13,3,13,4,3,4,0,3,13,0,3,0,4,3,4,13,4,0,13,0,3,0,13,4,3,13,4,13,0"
