a,b,c,L,exact,degenerate,nodes,secs,word
1,5,13,397,0,0,400000512,13.825,"0,1,0,5,0,1,0,13,0,1,0,5,1,0,1,13,1,0,1,5,1,13,5,0,5,1,0,1,13,0,1,0,5,0,13,0,5,0,1,5,0,5,13,1,0,1,13,1,5,1,13,1,0,13,5,13,0,1,0,5,0,13,5,1,13,1,0,13,5,1,5,13,5,0,5,13,1,0,1,5,0,1,0,13,0,5,0,13,0,1,13,1,5,13,0,13,5,13,1,5,0,13,0,5,0,1,13,1,5,1,13,0,13,1,13,5,1,5,0,5,1,13,1,5,1,13,0,13,5,13,1,13,5,13,0,5,0,1,13,5,13,0,13,1,13,0,13,5,0,1,0,5,0,13,5,1,13,1,0,13,5,1,5,13,5,0,5,13,5,1,13,0,13,5,0,13,0,1,13,5,1,5,0,1,0,13,0,1,0,5,0,13,1,5,13,5,0,5,13,1,5,1,0,1,13,0,1,0,5,1,5,13,0,5,0,1,0,13,0,1,0,5,1,0,1,13,1,0,1,5,1,13,5,1,5,0,1,13,1,0,1,5,0,5,13,0,13,1,0,5,13,5,0,5,1,0,1,13,5,13,0,5,0,1,0,13,0,1,0,5,1,13,0,13,5,0,5,1,0,1,13,1,5,1,0,1,13,0,5,13,5,1,13,5,13,0,13,1,13,0,13,5,0,13,0,1,5,0,5,13,0,13,1,13,5,1,5,0,5,13,0,5,0,1,0,13,0,1,0,5,1,0,1,13,5,0,5,1,0,1,13,1,0,1,5,1,13,5,0,5,1,0,5,0,13,0,1,13,0,13,5,1,5,0,1,5,1,13,1,0,13,5,13,0,13,1,0,13,5,1,5,13,5,0,13,0,1,0,5,0,1,0,13,1,0,5,1"
2,5,13,390,0,0,400000244,11.204,"0,2,0,5,0,2,0,13,0,2,0,5,2,0,2,13,2,0,2,5,2,13,5,0,5,2,0,2,13,0,2,0,5,0,13,0,5,0,2,5,0,5,13,2,0,2,13,2,5,2,13,2,0,13,5,13,0,2,0,5,0,13,5,2,13,5,13,0,5,0,2,0,13,0,2,0,5,2,13,2,0,13,0,5,13,5,2,13,5,13,0,13,2,13,0,13,5,0,13,0,2,0,13,0,5,0,2,5,0,5,13,0,2,0,13,5,0,13,2,13,5,13,0,5,2,0,5,0,13,5,13,2,5,2,0,2,13,2,5,13,0,13,5,13,2,13,5,0,13,0,2,13,0,13,5,13,2,13,5,13,0,5,2,5,13,0,13,2,0,13,0,5,0,13,0,2,0,5,2,5,13,2,13,0,13,5,13,0,13,2,0,5,13,5,2,13,2,0,2,5,2,0,2,13,0,2,5,0,5,13,0,5,2,0,13,0,2,5,2,0,13,2,13,5,13,0,13,2,0,13,0,5,0,13,0,2,0,5,2,5,13,5,2,5,0,5,13,0,2,0,5,2,0,2,13,0,2,0,5,2,5,13,5,0,2,0,5,0,2,13,2,5,2,0,2,5,2,13,5,13,0,13,2,13,5,13,0,5,0,2,0,5,0,13,0,2,5,2,0,2,13,2,0,2,5,0,13,0,5,2,5,13,5,2,0,13,2,5,13,2,13,0,13,2,13,5,13,0,5,13,5,2,0,13,0,2,0,5,0,2,13,0,13,5,13,0,2,13,2,5,2,0,5,13,5,2,0,5,0,13,0,2,0,13,0,5,13,2,5,0,5,13,0,13,2,13,5,13,0,13,2,0,5,0,2,13,2,5,2,0"
3,5,13,370,0,0,400000356,11.565,"0,3,0,5,0,3,0,13,0,3,0,5,3,0,3,13,3,0,3,5,3,13,5,0,5,13,3,5,13,0,5,0,3,0,5,0,13,0,3,5,3,13,3,5,0,13,5,13,3,13,5,0,13,0,3,13,3,5,3,0,3,13,0,5,0,3,13,0,13,5,0,5,3,5,0,5,13,0,5,0,3,0,13,0,3,0,5,3,0,3,13,3,5,13,0,5,0,3,0,5,13,5,3,5,13,0,13,3,13,5,3,5,0,3,5,3,13,3,0,3,13,3,5,13,3,13,0,13,3,13,5,13,0,5,3,5,13,3,13,0,3,0,5,3,5,13,5,3,0,5,0,13,0,5,0,3,0,13,3,0,3,5,3,13,3,0,13,3,13,5,13,0,5,13,5,3,5,0,5,13,0,3,0,13,0,5,13,3,13,5,13,0,13,5,3,13,3,0,13,3,13,5,13,0,13,5,13,3,5,13,5,0,3,13,0,5,13,0,3,13,3,5,3,0,3,13,3,5,13,5,0,5,3,0,5,0,13,5,13,3,13,5,13,0,5,13,3,0,5,13,0,5,0,3,0,5,0,13,5,13,3,5,0,5,3,13,3,0,3,13,5,13,0,5,0,3,0,13,0,3,0,5,3,0,3,13,3,0,3,5,3,13,5,13,0,5,13,5,3,5,0,3,5,3,13,3,0,3,5,0,5,13,5,0,5,3,5,13,0,13,5,13,3,5,0,5,3,13,3,0,13,3,13,5,13,3,13,0,13,5,0,13,0,3,13,5,3,5,0,3,0,13,3,5,3,13,0,13,3,13,5,0,5,13,3,5,3,0,3,13"
4,5,13,341,0,0,400000352,11.315,"0,4,0,5,0,4,0,13,0,4,0,5,4,0,4,13,4,0,4,5,4,13,5,0,5,4,0,4,13,0,13,5,13,0,13,4,0,13,0,5,0,4,5,4,13,5,0,5,4,0,5,0,13,0,4,0,5,4,0,4,13,4,0,4,5,0,5,13,0,4,0,5,13,0,13,4,13,0,13,5,13,4,5,0,5,4,5,13,5,4,0,5,0,13,0,5,4,0,4,13,4,0,5,4,5,13,4,13,0,13,4,13,5,13,0,4,5,4,13,5,13,0,13,5,13,4,5,13,5,0,5,4,5,13,4,5,4,0,13,4,13,5,13,4,13,0,13,5,4,5,0,4,5,13,0,4,5,0,5,13,5,0,5,4,5,13,4,5,4,0,4,13,0,4,0,5,13,4,5,13,5,0,4,0,5,13,0,13,4,13,5,4,13,4,0,4,5,0,4,0,13,0,4,0,5,4,5,13,4,0,5,0,4,0,13,0,4,5,0,5,13,5,0,5,4,5,13,0,4,0,5,4,0,4,13,4,5,13,0,13,4,0,13,0,5,0,4,5,13,5,4,5,0,5,4,13,5,13,0,13,5,13,4,13,5,0,5,4,13,4,0,13,4,13,5,13,0,5,4,5,0,13,0,5,4,0,4,13,4,0,5,4,5,13,5,0,5,4,0,5,0,13,0,4,0,5,4,0,4,13,4,5,13,4,13,0,4,5,0,5,13,5,4,0,4,13,5,13,4,13,0,13,4,13,5,4,0,4,5,4,0"
1,6,13,405,0,0,400000504,12.699,"0,1,0,6,0,1,0,13,0,1,0,6,1,0,1,13,1,0,1,6,1,13,6,0,6,13,1,6,13,0,6,0,1,0,6,0,13,0,1,6,1,13,1,6,0,13,6,13,1,13,6,0,13,0,1,13,1,6,1,0,1,6,1,13,6,1,6,0,6,13,0,1,0,6,1,0,1,13,1,6,1,13,1,0,13,1,6,13,0,1,0,6,1,0,1,13,1,6,13,0,13,6,13,1,13,6,0,13,0,1,13,0,13,6,13,1,6,0,6,13,0,6,0,1,0,13,0,1,0,6,1,0,1,13,1,6,13,1,13,0,13,1,13,6,1,6,0,13,6,0,1,0,13,0,6,13,6,1,13,1,0,13,1,13,6,13,0,13,6,13,1,6,13,6,0,6,13,6,1,6,0,1,0,13,0,6,13,6,1,13,6,13,0,6,13,6,1,13,1,0,1,13,1,6,1,0,6,1,6,13,1,13,0,1,6,0,6,13,0,6,0,1,0,13,0,1,0,6,1,0,1,13,1,6,1,0,6,13,6,1,13,1,0,1,13,1,6,13,1,13,0,13,6,13,1,6,13,6,0,6,13,6,1,6,0,1,13,1,6,0,1,0,13,1,0,1,6,13,6,0,13,6,13,1,13,0,1,13,1,6,1,0,6,0,13,1,6,1,0,1,13,1,0,1,6,0,6,13,0,6,0,1,0,13,1,0,1,6,1,13,1,6,1,0,6,1,13,0,6,13,6,1,6,13,0,6,0,1,0,6,0,13,0,6,1,13,1,0,1,6,0,13,0,6,1,0,6,13,6,1,13,6,13,0,13,6,13,1,13,0,1,0,6,0,13,1,13,6,1,13,1,0,1,6,0,1,0,13,0,6,0,1,6,13,1,13,0,1,0,6,13,0,1,0,13"
2,6,13,373,0,0,400000252,11.300,"0,2,0,6,0,2,0,13,0,2,0,6,2,0,2,13,2,6,2,0,6,0,13,0,2,0,13,0,6,13,0,2,13,2,6,2,0,6,0,13,0,2,6,13,6,2,6,0,6,2,13,0,13,6,13,2,13,6,13,0,6,2,6,13,2,13,0,2,0,6,2,13,2,0,6,2,6,13,6,2,6,0,6,2,13,0,2,0,6,0,2,0,13,0,6,13,2,6,0,6,2,13,2,6,0,2,0,13,2,13,6,13,2,13,0,13,6,0,6,2,6,13,6,0,13,6,13,2,13,6,13,0,6,0,2,13,6,13,2,13,0,13,2,13,6,2,0,2,13,0,2,0,6,0,13,6,2,13,2,0,2,6,13,6,2,0,6,13,0,13,2,13,6,13,0,6,13,6,2,6,13,6,0,6,2,0,6,0,13,2,6,2,13,2,0,13,6,13,0,2,0,6,0,2,13,2,0,2,6,0,6,13,6,2,6,0,2,6,2,13,2,0,2,6,0,2,0,13,0,2,0,6,2,6,13,0,2,0,6,0,13,2,13,0,13,2,6,2,0,2,13,6,0,6,2,0,2,13,2,6,2,13,2,0,13,6,13,2,6,13,6,0,6,2,6,13,2,13,0,6,0,2,6,2,13,0,2,13,6,13,0,6,13,6,2,0,13,2,13,6,13,2,13,0,13,6,0,13,0,2,0,6,2,13,6,13,0,6,0,2,0,6,0,13,6,0,6,2,6,13,6,0,13,6,13,2,13,0,2,13,2,6,0,6,13,0,6,0,2,0,13,0,2,0,6,2,0,2,13,6,13,2,13,0,6,2,0,13,0,6,13,0,13"
3,6,13,315,0,0,400000224,10.013,"0,3,0,6,0,3,0,13,0,3,0,6,3,0,3,13,6,0,6,3,0,6,13,0,13,3,0,6,3,6,13,3,6,3,0,13,3,13,6,13,0,13,3,0,3,6,0,3,0,13,0,6,0,13,0,3,13,0,13,6,13,3,13,6,13,0,6,13,6,3,0,3,13,6,13,0,6,13,6,3,6,0,6,3,6,13,3,6,0,3,0,13,0,6,0,13,0,3,13,6,13,3,13,0,3,6,0,6,13,6,3,0,3,13,6,3,0,13,0,3,0,6,0,3,0,13,3,6,3,0,6,3,6,13,6,3,6,0,3,0,13,0,6,13,0,13,3,6,0,3,6,3,13,0,13,6,13,3,6,3,0,6,3,6,13,6,0,6,13,6,3,13,6,13,0,13,3,13,0,13,6,0,3,13,0,6,13,6,3,6,0,3,0,13,0,3,6,13,3,13,0,13,3,6,13,6,0,6,13,6,3,6,0,3,0,13,3,0,6,13,6,3,6,0,3,0,13,0,6,0,13,0,3,13,0,13,6,3,6,0,13,0,3,13,0,13,6,13,3,13,6,13,0,6,3,6,13,0,13,3,0,13,0,6,0,3,6,0,6,13,6,3,6,13,6,0,13,6,13,3,13,6,13,0,13,3,0,13,0,6,13,6,3,6,13,6,0,13,6,13,3,0,6,0,13,0,3,0,13,0,6,13,3,0,13"
4,6,13,333,0,0,400000392,11.270,"0,4,0,6,0,4,0,13,0,4,0,6,4,0,4,13,4,0,4,6,4,13,6,0,6,4,0,4,13,0,4,0,6,13,0,13,4,13,0,13,6,13,0,4,6,0,6,13,0,4,6,4,13,6,4,6,0,13,4,0,4,6,4,0,13,4,13,6,13,0,13,4,13,6,4,6,0,6,13,6,4,13,6,13,0,13,6,13,4,13,0,4,13,4,6,13,0,6,13,4,13,6,0,13,0,4,0,6,0,13,6,13,4,6,13,6,0,6,4,6,0,6,13,0,4,0,6,4,0,4,13,0,4,0,6,13,0,13,4,13,6,4,6,0,4,13,6,0,13,6,13,4,13,6,13,0,13,4,0,13,0,6,0,13,0,4,0,6,4,0,4,13,4,6,13,4,13,0,4,6,0,6,13,0,6,0,4,0,13,0,4,0,6,4,0,4,13,6,13,0,4,0,6,4,0,4,13,4,0,4,6,4,13,6,4,6,0,13,4,13,6,13,0,4,0,6,13,6,4,0,4,13,0,4,0,6,0,4,0,13,0,6,13,0,13,4,0,6,0,4,0,13,4,13,6,13,4,0,4,6,4,13,6,0,6,13,6,4,13,4,0,13,4,13,6,13,0,13,6,13,4,6,13,6,0,4,13,0,4,0,6,0,4,0,13,4,13,6,13,0,13,4,13,6,4,6,0,6,4,6,13,6,0,4,0,13,0,6,4,13,4,0,4,13,6,0,6,4,6,13,0,4,0"
5,6,13,393,0,0,400000484,12.275,"0,5,0,6,0,5,0,13,0,5,0,6,5,0,5,13,5,0,5,6,5,13,6,0,6,5,0,5,13,0,5,0,6,0,13,0,6,0,5,6,0,6,13,5,0,5,13,5,6,5,13,5,0,13,6,13,0,5,0,6,0,13,6,5,13,6,13,0,13,6,13,5,13,0,5,13,5,6,0,13,0,5,0,6,0,5,0,13,5,13,6,5,0,5,6,13,6,5,0,6,0,13,6,13,5,13,0,13,6,13,5,6,5,0,5,13,5,6,13,5,13,0,13,5,13,6,13,0,6,13,6,5,13,0,13,5,13,6,13,5,0,13,0,6,0,5,0,13,5,0,5,6,5,13,6,5,6,0,13,6,13,5,13,6,13,0,13,5,6,0,6,13,0,13,5,6,5,0,6,0,13,0,5,0,13,0,6,13,0,5,13,6,5,13,0,5,6,0,6,13,6,5,6,0,5,13,5,0,5,6,0,6,13,0,6,0,5,0,13,0,5,0,6,5,0,5,13,5,0,5,6,5,13,6,5,6,0,5,0,13,5,0,6,0,5,0,13,5,13,6,13,0,13,6,13,5,6,5,0,6,0,13,6,13,5,13,0,13,6,0,13,0,5,0,6,0,5,0,13,5,6,0,13,5,0,13,0,6,5,6,0,6,5,13,5,6,5,13,0,13,5,6,13,6,0,6,5,0,6,0,13,0,5,13,6,13,5,13,0,13,5,6,13,6,0,13,6,13,5,13,0,13,5,13,6,5,13,5,0,5,13,5,6,5,0,6,0,13,6,13,5,0,5,6,13,5,13,0,13,6,13,0,13,5,0,6,0,5,0,13,5,13,6,5,0,5,6,13,5,6,0,6,13,0,6,0,5,13,6,5,6,0,6"
1,7,13,342,0,0,400000404,11.147,"0,1,0,7,0,1,0,13,0,1,0,7,1,0,1,13,1,0,1,7,1,13,7,0,7,1,13,7,13,0,7,0,1,0,7,0,13,0,1,13,0,13,7,13,0,13,1,13,7,1,0,7,13,7,1,13,1,0,1,7,1,0,1,13,0,1,0,7,0,13,7,13,1,7,0,7,13,0,7,0,1,0,13,0,1,0,7,1,0,1,13,1,0,1,7,1,13,7,1,7,0,1,0,13,0,1,0,7,0,13,1,13,7,13,1,0,1,7,1,13,1,7,1,0,7,0,13,1,13,7,13,0,13,7,13,1,7,0,7,1,7,13,1,0,7,13,0,7,0,1,0,7,0,13,0,1,13,0,13,7,13,0,13,1,0,1,7,13,0,13,7,13,1,13,7,13,0,7,1,7,13,1,7,1,0,7,1,7,13,1,13,0,13,7,13,0,13,1,0,7,0,1,0,13,1,7,1,13,0,13,7,13,1,7,0,1,7,1,13,1,7,1,0,1,13,0,1,0,7,0,1,0,13,1,13,7,0,13,1,0,1,7,1,13,1,0,13,7,13,1,7,13,7,0,13,0,1,0,13,0,7,0,13,1,7,13,0,7,0,1,0,13,0,1,0,7,1,0,1,13,1,0,1,7,1,13,7,0,13,1,0,1,7,1,0,13,0,7,0,1,0,7,0,13,7,13,1,13,7,13,0,13,7,1,0,1,7,1,13,1,7,0,1,0,13,1,0,7,13,7,1,7,13,0,13,1,13,7,0,1,7,1"
2,7,13,350,0,0,400000424,11.808,"0,2,0,7,0,2,0,13,0,2,0,7,2,0,2,13,2,0,2,7,2,13,7,0,7,2,0,2,13,0,2,0,7,0,13,7,0,7,2,0,2,13,7,13,2,0,13,0,7,0,13,0,2,0,13,7,13,2,13,0,13,2,13,7,2,7,0,2,0,13,0,2,0,7,0,13,7,0,7,2,7,13,2,13,0,13,7,0,7,2,0,13,0,7,13,0,13,2,13,0,13,7,13,2,7,13,7,0,7,13,7,2,13,2,0,13,2,7,13,7,0,7,2,7,0,7,13,0,7,0,2,13,2,7,13,2,13,0,13,7,13,0,13,2,0,13,0,7,0,13,0,2,0,7,2,0,2,13,0,7,0,13,0,2,13,2,7,13,0,13,7,2,7,13,0,7,0,2,0,13,0,7,0,2,7,2,13,2,0,2,7,0,2,0,13,0,2,0,7,0,13,7,0,7,2,7,0,7,13,0,13,2,7,2,0,7,0,13,2,7,2,0,2,13,2,0,2,7,0,7,13,0,2,0,13,0,7,13,2,13,7,13,0,7,0,2,7,2,13,2,0,13,2,13,7,13,0,13,7,13,2,7,13,7,0,2,7,0,13,0,2,7,2,0,2,13,7,0,13,2,0,2,7,2,13,2,7,2,0,7,13,7,2,13,7,13,0,13,2,0,2,7,0,7,13,7,0,7,2,0,7,0,13,0,2,0,7,2,7,13,2,0,2,7,0,2,0,13,0,7,13,0,13,2,7,0,2,7,2,13,0,7,13,2,13,0,2,0,7,13"
3,7,13,356,0,0,400000380,12.455,"0,3,0,7,0,3,0,13,0,3,0,7,3,0,3,13,3,0,3,7,3,13,7,0,7,3,0,3,13,0,13,7,13,0,13,3,0,13,0,7,0,3,7,3,13,7,0,7,3,0,7,0,13,0,3,0,7,3,0,3,13,3,0,3,7,0,7,13,0,3,0,7,13,0,13,3,13,0,13,7,13,3,7,0,7,3,7,13,7,3,0,7,0,13,0,7,3,0,3,13,3,0,3,7,3,13,0,13,7,13,3,13,7,13,0,7,3,7,13,3,13,0,3,0,7,3,13,7,3,7,0,7,3,7,13,7,0,13,7,13,3,13,7,13,0,7,0,3,13,7,13,3,13,0,13,3,13,7,3,0,3,13,7,13,0,13,7,3,7,13,0,7,3,0,7,0,13,0,7,0,3,0,13,3,13,7,13,3,13,0,3,13,3,7,0,13,0,7,0,3,7,3,13,3,0,3,7,0,3,0,13,0,7,0,3,7,0,7,13,7,3,7,0,3,13,0,3,7,3,0,13,3,13,7,3,13,0,7,0,13,0,3,0,13,7,0,7,3,7,0,7,13,7,3,13,7,13,0,13,7,13,3,13,0,3,13,3,7,13,7,0,3,13,0,3,0,7,0,3,13,0,13,7,0,13,3,0,7,3,7,13,7,0,7,3,0,7,0,13,0,7,0,3,0,13,3,0,3,7,0,13,0,7,0,3,0,7,13,0,13,3,13,7,13,3,13,0,3,13,3,7,3,0,3,7,3,13,7,0,3,0,7,0,13,0,7,3,13,7,0,13,7,3,13,3,0"
4,7,13,363,0,0,400000268,10.607,"0,4,0,7,0,4,0,13,0,4,0,7,4,0,4,13,4,0,4,7,4,13,7,0,7,4,0,4,13,0,4,0,7,0,13,0,7,0,4,7,0,7,13,4,0,4,13,4,7,4,13,4,0,13,7,13,0,4,0,7,0,13,7,13,4,7,4,0,7,0,13,0,7,0,4,0,13,4,13,7,13,0,13,7,13,4,7,13,7,0,7,13,7,4,7,0,4,7,4,13,7,13,0,13,7,13,4,13,7,0,4,7,13,4,13,0,13,7,13,0,13,4,0,7,0,13,7,0,7,4,7,13,4,0,4,7,13,7,0,13,7,13,4,13,0,13,7,0,13,0,4,0,13,0,7,0,4,7,0,7,13,4,0,4,13,4,7,13,0,4,0,7,0,13,7,13,4,7,13,0,7,0,4,7,4,13,4,0,7,4,0,13,0,4,7,0,7,13,0,7,0,4,0,13,0,4,0,7,4,0,4,13,4,0,4,7,4,13,7,0,7,4,0,4,13,0,4,0,7,0,13,7,0,7,4,7,13,4,7,4,0,13,7,13,4,13,0,7,0,13,0,4,13,7,4,7,0,7,13,7,4,13,7,13,0,13,7,13,4,13,0,4,7,4,13,0,13,7,0,13,0,4,0,13,0,7,0,4,7,0,7,13,0,13,4,13,7,4,7,0,13,7,4,0,4,13,0,4,0,7,0,4,0,13,0,7,13,4,13,0,7,0,4,7,4,13,4,0,4,13,4,7,13,4,13,0,7,13,7,4,13,4,0,13,0,7,13,7,4,7,0,13,7,0,4,0,7,0,13,0,7,4,13"
5,7,13,322,0,0,400000248,10.256,"0,5,0,7,0,5,0,13,0,5,0,7,5,0,5,13,5,0,5,7,5,13,7,0,7,5,0,5,13,0,5,0,7,0,13,0,7,0,5,7,0,13,5,13,7,5,7,0,5,7,13,0,5,13,0,13,7,13,0,5,13,5,7,5,13,5,0,5,7,0,5,0,13,0,7,0,13,0,5,13,7,0,13,5,0,5,7,5,13,5,0,13,7,13,5,7,13,7,0,13,0,5,13,0,13,7,13,5,13,7,13,0,7,13,7,5,7,0,7,13,0,13,5,0,5,7,13,5,0,13,0,7,13,0,13,5,13,7,13,5,13,0,5,7,5,0,5,13,0,5,7,13,7,0,13,0,5,0,7,0,5,0,13,5,7,0,7,5,7,13,5,13,0,13,7,0,13,0,5,0,7,0,13,7,5,7,0,5,0,13,0,5,0,7,5,0,5,13,5,7,5,0,7,5,7,13,0,13,5,0,13,0,7,0,13,0,5,0,7,5,13,5,0,7,0,13,7,13,5,13,0,5,13,5,7,5,0,7,5,7,13,7,0,13,7,13,5,13,7,13,0,13,5,0,7,0,13,7,13,5,7,5,0,7,13,0,7,0,5,0,7,0,13,0,5,13,5,7,13,5,13,0,13,7,13,0,13,5,0,7,0,5,0,13,0,5,7,0,7,13,7,0,5,0,13,0,5,7,5,0,5,13,0,13,7,5,0,13,0,5,0,13"
6,7,13,60,1,1,7707828,0.101,"0,13,6,0,7,13,7,6,13,6,0,6,13,7,13,6,13,7,0,7,6,0,6,13,6,0,7,0,6,0,7,13,7,0,7,13,6,13,7,13,0,7,0,6,13,6,0,6,13,7,13,6,13,0,6,0,7,13,6,7"
1,8,13,422,0,0,400000504,13.738,"0,1,0,8,0,1,0,13,0,1,0,8,1,0,1,13,1,0,1,8,1,13,8,0,8,1,0,1,13,0,1,0,8,0,13,8,1,8,0,13,0,1,13,0,13,8,0,13,0,1,8,0,8,13,8,0,8,1,8,0,13,1,0,1,8,0,8,13,0,13,1,0,1,8,13,0,1,13,0,13,8,13,0,13,1,13,8,1,13,1,0,1,8,0,13,0,1,8,1,13,8,13,0,8,0,1,8,13,0,13,8,13,1,13,8,13,0,8,1,8,13,1,8,1,0,8,0,13,8,13,1,13,0,1,13,1,8,1,0,8,0,13,0,8,0,1,0,13,1,13,8,13,0,13,8,13,1,8,13,8,0,1,0,13,1,13,8,1,13,1,0,1,8,1,0,1,13,0,13,8,0,13,0,1,0,8,1,0,1,13,1,0,1,8,0,8,13,0,1,13,1,8,1,13,0,13,8,13,1,8,1,0,8,0,13,8,1,8,0,1,8,1,13,1,0,1,8,0,1,0,13,0,1,0,8,0,13,8,0,8,1,0,13,0,1,0,8,0,1,13,0,13,8,0,13,1,8,1,13,1,0,8,0,13,1,0,1,8,1,0,1,13,1,0,8,13,8,1,13,1,0,1,13,8,13,0,8,13,8,1,0,1,13,1,0,8,0,13,0,1,13,8,13,1,13,0,13,1,8,13,8,0,13,8,13,1,13,0,1,8,1,13,8,1,8,0,8,13,0,8,0,1,0,13,1,0,1,8,13,0,13,8,13,1,8,1,0,1,13,1,0,1,8,0,1,0,13,0,1,0,8,0,13,8,1,8,0,1,8,1,13,1,0,13,0,8,0,13,0,1,13,0,13,8,1,8,0,8,13,0,13,1,13,8,13,1,13,0,1,8,1,13,8,13,0,8,0,1,0,8,13,0,13,1,13,8,1,13,1,0,8,0"
2,8,13,442,0,0,400000492,13.827,"0,2,0,8,0,2,0,13,0,2,0,8,2,0,2,13,2,0,2,8,2,13,8,0,8,2,0,2,13,0,2,0,8,0,13,0,8,0,2,8,0,13,2,8,13,2,13,0,8,0,13,0,2,8,2,13,2,0,2,13,2,8,13,0,8,13,2,8,2,0,2,8,13,8,0,8,2,8,0,8,13,0,13,2,13,8,13,0,13,2,0,2,8,2,0,13,2,13,8,13,0,13,2,13,8,2,8,0,8,13,8,2,13,8,13,0,13,8,13,2,13,0,2,13,2,8,13,0,13,8,13,2,13,8,0,13,0,2,0,8,0,13,0,2,13,2,8,2,13,0,2,13,2,8,13,8,0,13,8,13,2,13,0,13,2,13,8,2,13,0,8,0,2,8,2,13,2,8,2,0,2,13,0,2,0,8,0,13,0,2,13,8,13,0,8,13,8,2,13,0,2,13,2,8,0,8,13,0,8,0,2,8,0,8,13,2,8,2,0,2,13,2,0,2,8,0,8,13,2,0,2,8,0,2,0,13,0,2,0,8,0,13,8,0,8,2,8,13,8,2,8,0,2,0,13,0,2,0,8,0,2,13,8,2,8,0,2,0,13,2,13,8,13,0,8,13,8,2,8,0,2,0,13,8,0,2,8,2,13,2,0,2,13,2,8,13,0,13,2,8,13,8,0,13,0,2,8,2,13,0,2,0,8,0,13,8,2,8,13,8,0,13,0,2,13,0,13,8,13,2,13,8,13,0,8,13,8,2,8,13,8,0,8,2,0,8,0,13,8,13,2,13,0,8,13,0,2,0,8,2,0,2,13,0,13,8,13,2,13,0,2,8,2,13,8,2,8,0,2,0,13,2,0,2,8,0,2,0,13,8,0,8,2,8,0,8,13,8,2,0,2,13,0,13,8,13,2,8,13,8,0,2,8,2,13,2,0,2,8,0,13,0,8,2,8,0,13,8,13,2,13,0,13,2,13,8,2,13,0,2,0,8"
3,8,13,315,0,0,400000332,10.509,"0,3,0,8,0,3,0,13,0,3,0,8,3,0,3,13,3,0,3,8,3,13,8,0,8,3,13,8,13,0,8,0,3,0,8,0,13,0,3,13,0,13,8,13,0,13,3,13,8,3,8,0,13,3,0,8,0,13,3,13,0,8,13,3,8,3,0,3,8,3,13,3,8,0,8,13,3,13,8,13,0,13,8,13,3,8,0,3,8,13,8,3,0,8,0,13,0,8,3,8,13,3,13,0,13,8,13,0,13,3,0,13,0,8,0,13,0,3,0,8,3,0,3,13,0,8,13,0,13,3,8,3,0,3,13,0,13,8,13,0,13,3,13,8,3,13,3,0,3,8,3,0,3,13,0,13,8,13,3,0,3,8,0,3,13,0,13,8,0,13,0,3,0,8,0,3,0,13,3,0,3,8,3,0,3,13,3,8,13,0,8,3,0,3,13,0,3,0,8,13,0,13,3,13,8,3,8,0,3,8,3,13,8,3,8,0,13,8,13,3,13,8,13,0,13,8,3,0,3,13,0,3,0,8,13,8,0,3,8,13,0,13,3,0,13,0,8,0,13,0,3,0,8,3,0,3,13,0,8,13,8,3,8,0,3,13,3,8,0,3,0,13,0,8,13,0,13,3,13,8,13,3,13,0,3,13,3,8,0,13,0,3,13,3,8,3,13,3,0,3,8,13,8,3,8,13,0,13,3,13,8,13,3,13,0"
4,8,13,334,0,0,400000252,10.276,"0,4,0,8,0,4,0,13,0,4,0,8,4,0,4,13,8,0,8,4,0,8,13,0,13,4,0,8,4,8,13,4,8,4,0,13,4,13,8,13,0,13,4,0,4,8,0,4,0,13,0,8,0,13,0,4,13,0,13,8,13,4,13,8,13,0,8,13,8,4,0,4,13,8,13,0,8,13,8,4,8,0,8,4,8,13,4,8,0,4,0,13,0,8,0,13,0,4,13,8,13,4,13,0,4,8,0,8,13,8,4,0,4,13,8,4,0,13,0,4,0,8,0,4,0,13,4,8,4,0,8,4,8,13,8,4,8,0,4,0,13,0,8,13,0,13,4,8,0,4,8,4,13,0,13,8,13,4,8,4,0,8,4,8,13,8,0,8,13,8,4,13,8,13,0,13,8,13,4,13,0,4,13,4,8,0,4,0,13,4,13,8,13,0,8,13,8,4,8,13,8,0,8,4,0,8,0,13,8,4,13,0,4,0,8,0,4,0,13,0,8,13,0,13,4,8,4,0,13,0,8,13,0,13,4,13,0,13,8,13,4,8,13,8,0,13,0,4,13,4,8,4,0,4,8,4,13,8,0,8,4,13,4,0,13,4,13,8,13,0,13,8,13,4,8,13,8,0,8,13,8,4,8,0,4,8,4,13,8,13,0,13,4,8,13,4,0,4,8,13,8,0,4,8,0,13,0,4,13,0,13,8,13,0,13,4,13,8,4,0,8,4,13,8,13,0,8,13,8,4,8,0,4,13"
5,8,13,60,1,1,7707828,0.100,"0,13,5,0,8,13,8,5,13,5,0,5,13,8,13,5,13,8,0,8,5,0,5,13,5,0,8,0,5,0,8,13,8,0,8,13,5,13,8,13,0,8,0,5,13,5,0,5,13,8,13,5,13,0,5,0,8,13,5,8"
