n,alpha,m,exists,witness
6,6/5,261,1,012340513204152301425031240532104351203415023140521304251032415302143501234051320453102435120341523014250312453021435201342510324150231405213042531024350123405132041523014532104351203415023140532410352143025134052310425301243502134520143250412354021530425103245
6,6/5,262,1,0145320415234012530421503241052314502135420315240132504123051420354102345012430521340251432015342103524013250431205341023514032150423105241302514320154230512403152041325014235102431504213052410325140231542013450214305123401532045130241503421054312504135240315423
6,6/5,263,1,01234051320415230142503124053210435120341502314052130425103241530214350123405132045310243512034152301425031245302143520134251032415023140521304253102435012340513204152301453210435120341502314053241035214302513405231042530124503214053120451324015342051430254103245
6,6/5,264,1,012340513204152301453210435124053142035410253401235042153024135204315023410524301253402135041230514203152401325043120534102351403215042310524130251432015340213504125301423510243150421305241032514023154201345021430512340152431025341203542105324150231452013425103245
6,6/5,265,1,0152304512034150231452013425031240513204152301425310243501234052143025134201532405123041520314502341052431504235140253104523015420351240532145031254013245103425014352104532015423051243501425304152031450213542015340251304215034125301452031540213504123051420354102534
6,6/5,266,1,01235041325403124501342051432504123540213450124305142031524013542105341250314205134025310423501432054130251403215430125340213504231540321453012543105241302514320541230452134025310423514032541305214350241532014523105432150423510245301425034120531402354103245130421534
6,6/5,267,1,012340521304251034520143502413052140325104352013450231542035140253410523145021354201532410352143025134052310425301243502134520143250412305142031524013254102345012430521403251042315024130542103451204315240132504123051420354102345013254031245301423504132051430254103245
6,6/5,268,1,0153240512304521340253142035124301542310453201435024153042510345201354210532415034251043521403254130245103425014320541235042153024135201453210543120451324053142035412305143250134205314023510425301245032154302513405214350241532045123401524310253412035421304523140251342
6,6/5,269,1,01435024130521403254102345120354210532401352041530245103421504325140352410534201543025134052314502135401234510324153021450312405132045310243512034521304251032450134205143250412354013245102341520435124031542013524105321450312543015234051320415302143520134250314523041532
6,6/5,270,1,012340513204152301425031240532104351203415023140521304251032415302143501234051320453102435120341523014250312453021435201342510324150231405213042531024350123405132041523014532104351203415023140532410352143025134052310425301243502134520143251042350124530214352013425103245
6,6/5,271,1,0153241035214302513420531402354103251430215342013540231504213054123501432051340215430124503214053120435210342501324051230415203451023540132504312054130251403215042351024315204132540312450134251032415023145203412504315240351423054120345102435012340521304512034150243105234
6,6/5,272,1,01234051320415230142503124053210435120341502314052130425103241530214350123405132045310243512034152301425031245302143520134251032415023140521304253102435012340513204152301425034120531402351042530124350213405123041520314250132405312043510245301254310523401532045130254103245
6,6/5,273,1,013450214352041530245103254012350413205431025341203514023154201345210435120341502314052130425103241530214350123405132041523014250312405321043512034521304253140523410254301245031420513240152304125034210532415023140521304251032450123405132041523014250341205314025130452103542
6,6/5,274,1,0142305124035210432501342051430254132045312405134201532410352140531204351023415032145301243502134051230415203142501324053120435210342513024150321405231042530124350213452014325041230514203152401325410234501243052140325104231502413054210352401325043120534215032451304253102435
6,6/5,275,1,01423504132051430215403124501325410352143025134201543210452301425031240532145023154203514025341052430154231045320143502413054210345120435214053124503215430125340213542031524305142350413254012345021435204153024510342150431254032145301243502134520315402351043215034120543102453
6,6/5,276,1,014325103421530245132041523014532105423150243512034521305412350143205134250312453014235104321503425130241532014352104531240351423054120345102354012534105231402513042150341253014235102431504213540231452013425104352140532410354213045123401524305142035410234501243510423150241352
6,6/5,277,1,0143205412350421534012543102453014250312405321045230154320513402153042510324501235410253142051324015342105431204532140523410254301524035120431502341053240135420314523041253402154320145302413520431502345103254130245310423514025341052314502135401253042150341205432104531240513425
6,6/5,278,1,01453204152340125304215032451023541203452104325013420514302153401235041320543102451304215032410523140251342015324051230415203142501324510234150321405231042513024153201435021340512304521034250132405312043510234150321453012435021340523104253014520341502314052130451234015243105423
6,6/5,279,1,012340513204152301425031240532104351203415023140521304251032415302143501234051320453102435120341523014250312453021435201342510324150231405213042531024350123405132041523014250341205314023510425301243502134051230415203142501324053120435102341503214530125431024513042531402354103245
6,6/5,280,1,0123405132041523014250312405321043512034150231405213042510324153021435012340513204531024351203415230142503124530214352013425103241502314052130425310243501234051320415230142503412053140235104253012435021340512304152031425013240531204351023415032145301254310523401532045130254103245
6,6/5,281,1,01234502135420314523041532014350213405231045321403524130542315024351203415230142503124051342015324105231450213405123041532014352104531240513204152340125430214532015423051240315204351023450124305142350413205431250341523014532041350214305123401524310254132045312405134250143520413254
6,6/5,282,1,013524105342150431205413025140321543012534021354203152401325041235402134520314250132405123450214352041532401354203152430125403214502315420134521035412053140235104253012435021340512304152031425013240531204351023415032140523104251302415320143502134051243015423105241350421530245103254
6,6/5,283,1,0145321054312504135201432510423150241305214035120453102435014253041235402134520314250132451023415032140523104532014352103425013240512345021354201532410523401254302145320154230512403521430254132051423015240312543021450324105342150431254032145302413504231052430154203512405314250341523
6,6/5,284,1,01432051342503145201354021530412503421053240135204153021435012340513204531024351203415023140521304251032415302143520134250312405132041523014253102435012340521430251342015324051230415203142501324510234150321405231042513024153201435021340512304521035412053421504312540132450314253041235
6,6/5,285,1,014250341205432104523140253410524301542310452134051230415320145231054213045123405214350241305421034520135402315042130541203452104351240315423014520341502435120453102543012450314205341023540125304215034120543102453014235041253402154301245032140531204351023415203142530124350214532041523
6,6/5,286,1,0125340215432014523041250314205132401523410253140521304251032415023145201342503124051320415230142531024350123405214302513420153240512304152031425013245102341503214052310425130241532014350213405123045210342501324053142035124301523405132450123541025340152431054230145203154021350423105243
6,6/5,287,1,01234051320415230142503124053210435120341502314052130425103241530214350123405132045310243512034152301425031245302143520134251032415023140521304253102435012340513204152301425034120531402351042530124350213405123041520314250132405312043510234150321453012543102451304215034120531402354103245
6,6/5,288,1,015432104523014250341520435102453120541325014235104321540312450134251032415302143501234051320415230142503124053210435120345213042531405234102543012450314205132401523041250342105324150231405213042510324501234051320415230142503412053140235104253012435021340512304521034250143520415324051342
6,6/5,289,1,0132405314250341205432150423510243152034125043210534201352403125430152340512435014230541203451023540125304152031425013240512304521034251302415032140523104253012435021340512304152031450234105243012534021350412305142031524013250431205341023514032150423105243012540315204135021453012435102345
6,6/5,290,1,01234051320415230142503124053210435120341502314052130425103241530214350123405132045310243512034152301425031245302143520134251032415023140521304253102435012340513204152301425034120531402351042530124350213405123041520314250132405312043510234150321405231045320154230512403521043251402354103245
6,6/5,291,1,012340513204152301425031240532104351203415023140521304251032415302143501234051320453102435120341523014250312453021435201342510324150231405213042531024350123405132041523014250341205314023510425301243502134051230415203142501324053120435102341503214052310453201542305143250412354021530425103245
6,6/5,292,1,0142531024351204532140352413054231504325103452014350213405231450321543012453104251302415320145231054213045120354102534012350421305243150234512043521034250132405312045130241503425104321540312453014235041253401524310254132051430215342013540231452034125304215032410523140251342015430214532041523
6,6/5,293,1,01342053124035214305123401524310542135041253402154320145302413520431502345120354102534012350421305412034521043512403154201352410532140351243015420314523041532014350213405231450324153042135024310523415032451023540125341052431504235102453120543210452314053241035214302541320451234052130425103245
6,6/5,294,1,012453102541320514230154321053420135402315042130524310253401235041325403152430512340153241052314502135420153402513042150324105342013540231504325140352413025431205342103541230452134025143205413024510342150431205341023514203154021350412534015243051234502143520134251043215403125041352014325104235
6,6/5,295,1,0123504132051423015240312504321053412035421305241032540135204153021435012340513204531024351203415230142503124530214352013425103241502314052130425310243501234051320415230142503412053140235104253012435021340512304152031425013240531204351023415032140523104251340215430124531025413052431502345103254
6,6/5,296,1,01542310453201435024130542103451204315240132541023514032154302513420531240352143051234015243102541305214032510435201342503145230415324013520431502413054231045213402514305241350214530125431052341503245130425314052134502315403214530124350213405231042513024153204512340152431054213045231402534105243
6,6/5,297,1,013450214305241035420153240512304521034250143520413254031524301253402135041230514203541023450132405312043510245301254031520413250142305412034521304253102435012340513204152301425031240532104351203415023140521304251032415302143501234051324503125401352041530245103425014320513402531420351240532104352
6,6/5,298,1,0123405132041523014250312405321043512034150231405213042510324153021435012340513204531024351203415230142503124530214352013425103241502314052130425310243501234051320415230142503412053140235104253012435021340512304152031425013240531204351023415032140523104251302453120541325014230512403521430254103245
6,6/5,299,1,01435021345203154230512435014253104521305412035142301524310253412054321045230142503124530215432051423015240351204315024130542103524013250412354021534201352403125043210542315024135201453210435124031542013524103254012345102435014253041523401254302153420135241053214502315420351402531045213405123041532
6,6/5,300,1,012340513204152301425031240532104351203415023140521304251032415302143501234051320453102435120341523014250312453021435201342510324150231405213042531024350123405132041523014250341205314023510425301243502134051230415203142501324053120435102341503214052310425130241532014523041250314205134021530425103245
